edition_target_id,edition_key,target_kind,canonical_target_id,regional_stratum_id,language_tags,language_variety_names,scripts_orthographies,territories_communities,language_mode,exactness,effective_order_l_target,disposition,evidence_identity_count,row_sha256
edition-target:lang:wls-Latn-WF,lang:wls-Latn-WF,canonical_language_edition,lang:wls-Latn-WF,,wls-Latn-WF,Fakaʻuvea / Wallisian,Wallisian Latin orthography,Wallis; Fakaʻuvea-language learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,efc93eb773f97f56d565a5294fc9f8c3c699606e5d1fc81e3759f718dd2d2826
edition-target:lang:wni-Arab-KM,lang:wni-Arab-KM,canonical_language_edition,lang:wni-Arab-KM,,wni-Arab-KM,Shindzuani,Shindzuani Arabic-derived / Ajami orthography; right-to-left,Comoros; Ndzuwani Shindzuani community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,fe502b71ee5bf0a96da7f8502e80e07ab4f60d78133da4c17bd6cb2346b1c78d
edition-target:lang:wni-Latn-KM,lang:wni-Latn-KM,canonical_language_edition,lang:wni-Latn-KM,,wni-Latn-KM,Shindzuani,Latin; Anjouan standard;Shindzuani Latin orthography,"Comoros, Anjouan;Comoros; Ndzuwani Shindzuani community",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,6ed779faaa8e679a8e1fcbf7a5dc7abdc0252fbb8ddef2e1bbb58c9e1c786283
edition-target:lang:wni-Latn-YT,lang:wni-Latn-YT,canonical_language_edition,lang:wni-Latn-YT,,wni-Latn-YT,Shindzuani,Shindzuani Latin orthography,Mayotte; Shindzuani-using learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,df4aa62953490ade5fa1eb5f8b9ab938ffc5e704dc1348a6f3bfb65b86eaf1d3
edition-target:lang:wo-Arab-GM,lang:wo-Arab-GM,canonical_language_edition,lang:wo-Arab-GM,,wo-Arab-GM,Wolof,Arabic; Wolofal/Ajami local convention,Gambia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,53853a6c9265908007a21df94abc00bbe8c913b50b7fa87f3705625b04debaf4
edition-target:lang:wo-Arab-MR,lang:wo-Arab-MR,canonical_language_edition,lang:wo-Arab-MR,,wo-Arab-MR,Wolof,Arabic; Wolofal/Ajami local convention,Mauritania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ce70e0383be4584a23d66b2864dc60dc0b31865483fb8363c720f8cf4116273a
edition-target:lang:wo-Arab-SN,lang:wo-Arab-SN,canonical_language_edition,lang:wo-Arab-SN,,wo-Arab-SN,Wolof,Arabic; Wolofal/Ajami local convention,Senegal,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,2e72490c66332ea896d4b4bc6acb0181f83db71f67a6a2c2a8c385f4ceb429c4
edition-target:lang:wo-Latn-GM,lang:wo-Latn-GM,canonical_language_edition,lang:wo-Latn-GM,,wo-Latn-GM,Wolof,Latin; Gambia localization,Gambia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,7e025d8a96eb5ae097a69fd5c7a540f36a7f2eecf385d4259d896d46a6b8e67f
edition-target:lang:wo-Latn-MR,lang:wo-Latn-MR,canonical_language_edition,lang:wo-Latn-MR,,wo-Latn-MR,Wolof,Latin; Mauritania localization,Mauritania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,bde5f7a4dd5f01e5296ac89d26273660316ca68f8aab05443b17d988c2f085b5
edition-target:lang:wo-Latn-SN,lang:wo-Latn-SN,canonical_language_edition,lang:wo-Latn-SN,,wo-Latn-SN,Wolof,Latin; Senegal localization,Senegal,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,a9e3860b27d5f020ba2894a86fb177e2dd319b9c55d5b65074c768bdcf2cb39b
edition-target:lang:woe-Latn-FM,lang:woe-Latn-FM,canonical_language_edition,lang:woe-Latn-FM,,woe-Latn-FM,Woleaian,Woleaian Latin orthography,Federated States of Micronesia; Woleaian-using communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,ac400ad2e8ec4f2989e27763e6b2bbccbfd404ef51aea04fc836ad1be0d35447
edition-target:lang:wuu-Hans-CN,lang:wuu-Hans-CN,sentinel_exact_edition,,,wuu-Hans-CN,Wu Chinese,Simplified Han plus spoken/audio arm,Lower Yangtze China,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,7bb468ea697a24c4ac0e740c0c3cdbe7ff562d6c5bdd9d9453a73ac25e4492f9
edition-target:lang:xav-BR,lang:xav-BR,canonical_language_edition,lang:xav-BR,,xav-BR,Xavante,Latin; community-approved Xavante orthography,Brazil; Xavante communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,27b1d932454acd25fde1db41e89ee94d8f86d23841f099acd1c6b57fe9263596
edition-target:lang:xh-Latn-ZA,lang:xh-Latn-ZA,canonical_language_edition,lang:xh-Latn-ZA,,xh-Latn-ZA,isiXhosa,Latin; South African standard,South Africa,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,6cf324a90be67a5cbe0b332e44b53eadcabfe0ea3199c51e75ec6efb740230cc
edition-target:lang:xki-KE,lang:xki-KE,canonical_language_edition,lang:xki-KE,,xki-KE,Kenyan Sign Language,,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,fddb00efce66c7a0a44119213bc98ff70e677daf1f0e32fe028cbac314a8337c
edition-target:lang:xmr-Latn-PF,lang:xmr-Latn-PF,canonical_language_edition,lang:xmr-Latn-PF,,xmr-Latn-PF,ʻeo ʻenana / North Marquesan,North Marquesan Latin orthography,French Polynesia; ʻeo ʻenana / North Marquesan community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,bc49ece5ae47e6d16db1d9684ef015a21ed56ce99b0aaa11c44b618f5f80643c
edition-target:lang:xmw-Latn-MG,lang:xmw-Latn-MG,canonical_language_edition,lang:xmw-Latn-MG,,xmw-Latn-MG,Tsimihety Malagasy,Latin; Tsimihety scaffold,"Madagascar, Tsimihety communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,af46a3092ac8a8775d36fc2412a16400561e19f87fe59be22d47aaddeaa9a7ce
edition-target:lang:xnz-Latn-EG,lang:xnz-Latn-EG,canonical_language_edition,lang:xnz-Latn-EG,,xnz-Latn-EG,Kenzi,Latin; community orthography,Egypt,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b881423a7ae4dcb5a06bc085cb512c3ffec69d27913c11e61c3c2c34432fe665
edition-target:lang:xog-Latn-UG,lang:xog-Latn-UG,canonical_language_edition,lang:xog-Latn-UG,,xog-Latn-UG,Lusoga,Latin; Uganda standard,Uganda,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,58be9869ae18e3c0b1b324f254f89f921cdaf546bf12b0cd5b4a7cbd6fe0d84b
edition-target:lang:xpe-Latn-LR,lang:xpe-Latn-LR,canonical_language_edition,lang:xpe-Latn-LR,,xpe-Latn-LR,Liberia Kpelle,Latin; Liberia standard,Liberia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9b67c803f281412b18eed1d52f52f1bb68e4774136895327f00641180d0a2740
edition-target:lang:xsu-BR,lang:xsu-BR,canonical_language_edition,lang:xsu-BR,,xsu-BR,Sanumá,Latin; community-approved Sanumá orthography,Brazil; Sanumá communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,c226e848bc5461e852eab9d56925d7288e302a7b8a2aa11017bf525c1091bb6a
edition-target:lang:xsu-VE,lang:xsu-VE,canonical_language_edition,lang:xsu-VE,,xsu-VE,Sanumá,Latin; community-approved Sanumá orthography,Venezuela; Sanumá communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9369567e6f16abc6e5a082cc9805b813af42550a94d7b12073cac5b4c63d3367
edition-target:lang:xuu-Latn-BW,lang:xuu-Latn-BW,canonical_language_edition,lang:xuu-Latn-BW,,xuu-Latn-BW,Khwedam/Kxoe,Latin; community orthography,Botswana,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,73d4519065717cc8036b6de17239be7d6bbee94fe11213be404afc197c384d39
edition-target:lang:xuu-Latn-NA,lang:xuu-Latn-NA,canonical_language_edition,lang:xuu-Latn-NA,,xuu-Latn-NA,Khwedam/Kxoe,Latin; community orthography,Namibia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,c5711ee86371d6b50fb6b997bcc5a8e32b43863158b7d19346764e0c61d446fc
edition-target:lang:yag-CL,lang:yag-CL,canonical_language_edition,lang:yag-CL,,yag-CL,Yagán,Latin; community-approved Yagán orthography,Chile; Yagán communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,a501532e783c93bd50962a2a04e03a1c14ba59b1af2eee9bad2ce7f4dde712cb
edition-target:lang:yao-Latn-MW,lang:yao-Latn-MW,canonical_language_edition,lang:yao-Latn-MW,,yao-Latn-MW,Chiyao/Yao,Latin; Malawi standard,Malawi,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,43d22129a0f8003aa201154a36c6b243c885deaa46fcefa9808f3b148bf36252
edition-target:lang:yao-Latn-MZ,lang:yao-Latn-MZ,canonical_language_edition,lang:yao-Latn-MZ,,yao-Latn-MZ,Chiyao/Yao,Latin; Mozambique standard,Mozambique,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9e1e3cd6fd9fdc6f6484b42a6bc2f11f09dbd0e8e5c6857785cf4f8bb09fef3b
edition-target:lang:yao-Latn-TZ,lang:yao-Latn-TZ,canonical_language_edition,lang:yao-Latn-TZ,,yao-Latn-TZ,Chiyao/Yao,Latin; Tanzania standard,Tanzania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,2fc782efc2aa92d970be9fe6ef5cb2cb6ade5bf10121c25ef9e1123192711b67
edition-target:lang:yap-Latn-FM,lang:yap-Latn-FM,canonical_language_edition,lang:yap-Latn-FM,,yap-Latn-FM,Yapese,Yapese Latin orthography,Federated States of Micronesia; Yapese-using communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,6e89daaaf352385d51219a67cdec4fd9e812615e3ba20a2bbf27a94df4b6d2c6
edition-target:lang:yer-Latn-NG,lang:yer-Latn-NG,canonical_language_edition,lang:yer-Latn-NG,,yer-Latn-NG,Tarok,Latin; Nigeria standard,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,62511332dacba06d5aedb400c60504dc54d7d9d7c7f249f127bc99ad923b67c9
edition-target:lang:yi-Hebr-001,lang:yi-Hebr-001,sentinel_exact_edition,,,yi-Hebr-001,Yiddish,Hebrew script,Global Yiddish communities,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,cb578ab0e04f4df66d3b3da030ecfdc94d02567eef965dbd6a07140591487d33
edition-target:lang:ykg-RU,lang:ykg-RU,canonical_language_edition,lang:ykg-RU,,ykg-RU,Tundra Yukaghir,Cyrillic; exact Tundra Yukaghir standard/local variety required,Russian Arctic and sub-Arctic; Tundra Yukaghir communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,c17e0a7a1a37a9683229c7c7dc9eb116515db8271442b53a32a1f5e12467d04a
edition-target:lang:ymm-Latn-SO,lang:ymm-Latn-SO,canonical_language_edition,lang:ymm-Latn-SO,,ymm-Latn-SO,Maay,Latin; Maay-specific orthography,Somalia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ce74a6daa4ecbe230b3205119c11404824a8552aa9d69685ba5554a1534b70f1
edition-target:lang:ynk-RU,lang:ynk-RU,canonical_language_edition,lang:ynk-RU,,ynk-RU,Naukan Yupik,Cyrillic; exact Naukan Yupik standard/local variety required,Russian Arctic and sub-Arctic; Naukan Yupik communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,016023d7bacfb64ff706010276ee1631b43956f0b01ebf4196680a30b82285c9
edition-target:lang:yo-Latn-BJ,lang:yo-Latn-BJ,canonical_language_edition,lang:yo-Latn-BJ,,yo-Latn-BJ,Benin Yoruba,Latin with full tone marks and underdots,Benin,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,59a5cd1e4cec53a2fe8917fb01680077bf9db0dbbededf63189594fbe92a9ec8
edition-target:lang:yo-Latn-NG,lang:yo-Latn-NG,canonical_language_edition,lang:yo-Latn-NG,,yo-Latn-NG,Standard Yoruba;Yoruba,Latin;Latin with full tone marks and underdots; unmarked input accepted only for search,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,3,522a730b9bcd0ade5ea2786af5a25efc24e789aa34cc1865c4ff586ea942e4a4
edition-target:lang:yo-Latn-TG,lang:yo-Latn-TG,canonical_language_edition,lang:yo-Latn-TG,,yo-Latn-TG,Togo Yoruba,Latin with full tone marks and underdots,Togo,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d0432e074a06f332c33200e93209348fc0f4ddebbe030a53d3bad3f92c2bd856
edition-target:lang:yrk-RU,lang:yrk-RU,canonical_language_edition,lang:yrk-RU,,yrk-RU,Tundra Nenets,Cyrillic; exact Tundra Nenets standard/local variety required,Russian Arctic and sub-Arctic; Tundra Nenets communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,cb1471fcdd81044aa304c0d40d7a6e57905a84db6f86a7f307957d6685281c5e
edition-target:lang:yrl-BR,lang:yrl-BR,canonical_language_edition,lang:yrl-BR,,yrl-BR,Nheengatu,Latin; community-approved Nheengatu orthography,Brazil; Nheengatu communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,307054051880f85e0ef47d5f781f64119017c0e4d1fc417461b390888edcfbbd
edition-target:lang:yua-BZ,lang:yua-BZ,canonical_language_edition,lang:yua-BZ,,yua-BZ,Belize Yucatec Maya,Latin; Belize Yucatec community orthography,Belize,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,7f8578f5217b3e341de1a9d629b6d27089c5fd0ba58e5539347ca96030526607
edition-target:lang:yua-MX,lang:yua-MX,canonical_language_edition,lang:yua-MX,,yua-MX,Maayat’aan / Yucatec Maya,Official Latin Maayat’aan orthography,Mexico,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,f1056f7307bb6114eccb342666bb1c5b1e49a6a7098dda34d76153bc2067dfc8
edition-target:lang:yue-Hans-CN,lang:yue-Hans-CN,canonical_language_edition,lang:yue-Hans-CN,,yue-Hans-CN,Cantonese (Yue),Simplified Han,"Guangdong, Guangxi and mainland diaspora",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,87eb74f3f8c77406f5398cdd559821e09b309ff95451fab6bd842dc111ee25ac
edition-target:lang:yue-Hant-CX,lang:yue-Hant-CX,canonical_language_edition,lang:yue-Hant-CX,,yue-Hant-CX,Cantonese,Traditional Chinese characters; Cantonese reading support,Christmas Island; Cantonese-language community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ed6ea9ba1323b288e068d77148fd376ab54d93500b93cd029cdb7f2228cccd6f
edition-target:lang:yue-Hant-HK,lang:yue-Hant-HK,canonical_language_edition,lang:yue-Hant-HK,,yue-Hant-HK,Cantonese (Yue),Traditional Han,Hong Kong,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,6cdcc59e9a3c446d49bc0432022ba7aceae495cfc7d56b854310dc87c2e81afc
edition-target:lang:yux-RU,lang:yux-RU,canonical_language_edition,lang:yux-RU,,yux-RU,Forest Yukaghir,Cyrillic; exact Forest Yukaghir standard/local variety required,Russian Arctic and sub-Arctic; Forest Yukaghir communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,5e2591fc7880f4627a89c627f38214ad18af4b3cea7cbf8c4beec54515769cb1
edition-target:lang:za-Latn-CN,lang:za-Latn-CN,sentinel_exact_edition,,,za-Latn-CN,Zhuang,Latin standardized Zhuang,Guangxi and neighboring China,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,a4fd4656266d9bbe7740575d48fd793057d4a6dcfab0c58a41e42e211634f135
edition-target:lang:zag-Berf-SD,lang:zag-Berf-SD,canonical_language_edition,lang:zag-Berf-SD,,zag-Berf-SD,Zaghawa/Beria,Beria Erfe; additional community script,Sudan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9328eb73d3af0b709f1555343790063b07ed11046a965e0d741a59a33ae46e8f
edition-target:lang:zag-Berf-TD,lang:zag-Berf-TD,canonical_language_edition,lang:zag-Berf-TD,,zag-Berf-TD,Zaghawa/Beria,Beria Erfe; additional community script,Chad,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,561604e72650846daa656cc790c8ec5573b53d9d1c43e5916fe16ce9d3022526
edition-target:lang:zag-Latn-SD,lang:zag-Latn-SD,canonical_language_edition,lang:zag-Latn-SD,,zag-Latn-SD,Zaghawa/Beria,Latin; community orthography,Sudan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,34c052a4717300fff2c77f000a1ff876d9c9eb6076faae26ddf5b7f648feb9f9
edition-target:lang:zag-Latn-TD,lang:zag-Latn-TD,canonical_language_edition,lang:zag-Latn-TD,,zag-Latn-TD,Zaghawa/Beria,Latin; community orthography,Chad,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,131b961eee2b9acbad132bb43a02b458cf80dbd8c9021932b701c6955eab9267
edition-target:lang:zdj-Arab-KM,lang:zdj-Arab-KM,canonical_language_edition,lang:zdj-Arab-KM,,zdj-Arab-KM,Shingazidja,Shingazidja Arabic-derived / Ajami orthography; right-to-left,Comoros; Ngazidja Shingazidja community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,2b5be6afffdc0c4e35453fdb4d87787016fdb9cbedb3af1722e4697bb6af2689
edition-target:lang:zdj-Latn-KM,lang:zdj-Latn-KM,canonical_language_edition,lang:zdj-Latn-KM,,zdj-Latn-KM,Shingazidja,Latin; Grande Comore standard;Shingazidja Latin orthography,"Comoros, Grande Comore;Comoros; Ngazidja Shingazidja community",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f58bfcb2a1da3e2ee5dbf297b654eeff95e3cf5e436589eb21dd7862be5c0fc9
edition-target:lang:zen-Latn-MR,lang:zen-Latn-MR,canonical_language_edition,lang:zen-Latn-MR,,zen-Latn-MR,Zenaga,Latin; community orthography,Mauritania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,cf549875f4c88aabace198569c9931e3c13e53d7276703e18529fe0461b3ac8d
edition-target:lang:zgh-Latn-MA,lang:zgh-Latn-MA,canonical_language_edition,lang:zgh-Latn-MA,,zgh-Latn-MA,Standard Moroccan Amazigh,Latin tertiary/search companion,Morocco,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,00d001f673f8d737c908d90b41daa57ffd70951894c338a3dee56b850670ef7e
edition-target:lang:zgh-Tfng-MA,lang:zgh-Tfng-MA,canonical_language_edition,lang:zgh-Tfng-MA,,zgh-Tfng-MA,Standard Moroccan Amazigh,IRCAM Neo-Tifinagh,Morocco,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,1e57bdd97b2bad5b3315451f3e401290029b73c15a73ca26958a63c1b8f067ba
edition-target:lang:zh-Hans-CN,lang:zh-Hans-CN,canonical_language_edition,lang:zh-Hans-CN,,zh-Hans-CN,Standard Written Chinese base; separate Sinitic and minority-language adaptation required;Standard Written Chinese plus English for research purposes,Simplified Chinese characters;Simplified Chinese characters with Latin-script English,"Mainland China; census-defined migration-affected children;Mainland China; postgraduate learners, with research use extending beyond this cohort",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,3,ebf7a8a5842a639dcf258b08d2a71d1079cda1aa6b0e99880175e05f38426ead
edition-target:lang:zh-Hans-CN:written,lang:zh-Hans-CN:written,canonical_language_edition,lang:zh-Hans-CN:written,,zh-Hans-CN,Language-neutral accessibility applied to zh-Hans-CN content; other-language versions remain separate;Standard Written Chinese;Standard Written Chinese base with audio and visual alternatives; separate home-language support required;Standard Written Chinese base with disability-specific alternatives and separate language support where required;Standard Written Chinese base; separate home-language support where required;Standard Written Chinese caption and transcript layer; Chinese Sign Language is a separate language modality;Standard Written Chinese plus optional Putonghua audio; home-language adaptation separately required;Standard Written Chinese with nonvisual alternatives; other-language versions remain separate,"Simplified Chinese characters;Simplified Chinese characters plus accessible alternative representations;Simplified Chinese characters with audio and visual alternatives;Simplified Chinese characters with captions and transcripts;Simplified Chinese characters with semantic text, audio, large print, and Braille-ready source",Mainland China; R&D activity across sectors;Mainland China; adult internet users and offline adults requiring digital access support;Mainland China; adult undergraduate and associate learners;Mainland China; adults aged 18-69 within the civic scientific-literacy survey universe;Mainland China; disabled people as a broader all-language population ceiling;Mainland China; doctoral students;Mainland China; enrolled junior-secondary learners;Mainland China; enrolled preschool children;Mainland China; enrolled primary learners;Mainland China; full-time teachers in formal education;Mainland China; higher-education self-study examination registrations;Mainland China; higher-vocational and associate learners;Mainland China; master's students;Mainland China; migrant workers with junior-secondary education or less;Mainland China; migrant workers' accompanying children in junior secondary under the MOE definition;Mainland China; migrant workers' accompanying children in primary school under the MOE definition;Mainland China; ordinary bachelor's learners;Mainland China; ordinary senior-secondary learners;Mainland China; people aged 15 or older unable to read under the 2020 census definition;Mainland China; people with hearing disability as a broader all-language population ceiling;Mainland China; people with visual disability as a broader all-language population ceiling;Mainland China; residents aged 15-69 within the national health-literacy monitoring universe;Mainland China; secondary-vocational institutions in MOE statistical scope;Mainland China; students enrolled in formal special education;Mainland China; vocational bachelor's learners;Mainland China; web-based higher-education learners,written,exact,true,CANONICAL_V2_EDITION,23,a5cf0c92ef2bcbeea0b5126e5a8bd668d096530b439050f944693d6deb68f813
edition-target:lang:zh-Hans-CX,lang:zh-Hans-CX,canonical_language_edition,lang:zh-Hans-CX,,zh-Hans-CX,Mandarin Chinese,Simplified Chinese characters; Pinyin support,Christmas Island; Mandarin home-language community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,5b1229a083640d22e0b9459e816101b2fa4d732c6b05d37002b88b2899857ad1
edition-target:lang:zh-Hant-HK:written,lang:zh-Hant-HK:written,canonical_language_edition,lang:zh-Hant-HK:written,,zh-Hant-HK,Traditional Chinese written standard — Hong Kong,Traditional Han,Hong Kong,written,exact,true,CANONICAL_V2_EDITION,1,a875153ed0446ffc2b07447d6d9687da1ccfddeb604341f43bd0f8b0727ea325
edition-target:lang:zh-Hant-MO:written,lang:zh-Hant-MO:written,canonical_language_edition,lang:zh-Hant-MO:written,,zh-Hant-MO,Traditional Chinese written standard — Macao,Traditional Han,Macao,written,exact,true,CANONICAL_V2_EDITION,1,93d22479a97459cf7bc301e8b29677002ed03c573342b9c43920f8733d3edfa3
edition-target:lang:zh-Hant-TW:written,lang:zh-Hant-TW:written,canonical_language_edition,lang:zh-Hant-TW:written,,zh-Hant-TW,Traditional Chinese written standard — Taiwan,Traditional Han,Taiwan,written,exact,true,CANONICAL_V2_EDITION,2,58ce2cc28f499fad3ff19792294b7a5abc3add292e5d3333c15a35b3df56e020
edition-target:lang:zne-Latn-CD,lang:zne-Latn-CD,canonical_language_edition,lang:zne-Latn-CD,,zne-Latn-CD,Zande,Latin; country convention,DRC,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,faa3217c42466e0970809191fe477f8a3180df1858c0f1b80ce2230474badcf7
edition-target:lang:zne-Latn-CF,lang:zne-Latn-CF,canonical_language_edition,lang:zne-Latn-CF,,zne-Latn-CF,Zande,Latin; country convention,Central African Republic,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,a87105a79cfa7451905a1cd14152a28d4d8695c2c3701ba454761f4ef057844c
edition-target:lang:zne-Latn-SS,lang:zne-Latn-SS,canonical_language_edition,lang:zne-Latn-SS,,zne-Latn-SS,Zande,Latin; country convention,South Sudan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,1c462365a60aec6176db01107fd8e7ca3c34f0bf665e9a01f1958a4194212945
edition-target:lang:zu-Latn-ZA,lang:zu-Latn-ZA,canonical_language_edition,lang:zu-Latn-ZA,,zu-Latn-ZA,isiZulu,Latin; South African standard,South Africa,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,29a963b95726ddfb067bf7c50e3fdc587715637ada4265efe9b8ca20ed455f2e
edition-target:lang:zun-US,lang:zun-US,canonical_language_edition,lang:zun-US,,zun-US,Zuni,Community Zuni Latin orthography,United States; Zuni communities and urban/reclamation learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,4f7300edd89f2bda5660b69f073c04be2a1c1886f448fb38daaa8d8c0f23a6f8
edition-target:macro:AMAR_MEX_MAZATEC_LOCALITY_REQUIRED,macro:AMAR_MEX_MAZATEC_LOCALITY_REQUIRED,canonical_macro_context,macro:AMAR_MEX_MAZATEC_LOCALITY_REQUIRED,,,Mazatec — exact local tonal variety unresolved,Latin with locality-specific tone representation,Mexico; exact INALI locality must be resolved,unresolved_macro,unresolved_macro,false,CANONICAL_V2_MACRO_CONTEXT,1,830d9a9407cd002db84196fcf14bd0b5c5dd9ee86dbad82651735e415e8c08b3
edition-target:macro:AMAR_MEX_MIXTEC_LOCALITY_REQUIRED,macro:AMAR_MEX_MIXTEC_LOCALITY_REQUIRED,canonical_macro_context,macro:AMAR_MEX_MIXTEC_LOCALITY_REQUIRED,,,Mixtec — exact local variety unresolved,Latin; community-specific Mixtec orthography required,Mexico; exact INALI locality must be resolved,unresolved_macro,unresolved_macro,false,CANONICAL_V2_MACRO_CONTEXT,1,1a2d57c553e4654f5a3ecee84752d356b10fd211ef3b3f61bb2b3e203a02be7a
edition-target:macro:AMAR_MEX_NAHUATL_LOCALITY_REQUIRED,macro:AMAR_MEX_NAHUATL_LOCALITY_REQUIRED,canonical_macro_context,macro:AMAR_MEX_NAHUATL_LOCALITY_REQUIRED,,,Nahuatl — exact INALI variety/locality unresolved,Latin; exact INALI community orthography required,Mexico; exact INALI locality must be resolved,unresolved_macro,unresolved_macro,false,CANONICAL_V2_MACRO_CONTEXT,1,b2b6d0aeb04a8d680717d248b6e5a952555850553c1128c621db3a4adb1985ae
edition-target:macro:AMAR_MEX_OTOMI_LOCALITY_REQUIRED,macro:AMAR_MEX_OTOMI_LOCALITY_REQUIRED,canonical_macro_context,macro:AMAR_MEX_OTOMI_LOCALITY_REQUIRED,,,Otomí — exact local variety unresolved,Latin; community-specific Otomí orthography required,Mexico; exact INALI locality must be resolved,unresolved_macro,unresolved_macro,false,CANONICAL_V2_MACRO_CONTEXT,1,db148b657979a477f9597565e062669a2ba6a07bcf74d7989ee280f5929a310b
edition-target:macro:AMAR_MEX_TOTONAC_LOCALITY_REQUIRED,macro:AMAR_MEX_TOTONAC_LOCALITY_REQUIRED,canonical_macro_context,macro:AMAR_MEX_TOTONAC_LOCALITY_REQUIRED,,,Totonac — exact local variety unresolved,Latin; community-specific Totonac orthography required,Mexico; exact INALI locality must be resolved,unresolved_macro,unresolved_macro,false,CANONICAL_V2_MACRO_CONTEXT,1,a95c2728092790f7fc6e3056e115dde1bc67f2f8173a3505250d93101cc09095
edition-target:macro:AMAR_MEX_ZAPOTEC_LOCALITY_REQUIRED,macro:AMAR_MEX_ZAPOTEC_LOCALITY_REQUIRED,canonical_macro_context,macro:AMAR_MEX_ZAPOTEC_LOCALITY_REQUIRED,,,Zapotec — exact local variety unresolved,Latin; community-specific Zapotec orthography required,Mexico; exact INALI locality must be resolved,unresolved_macro,unresolved_macro,false,CANONICAL_V2_MACRO_CONTEXT,1,43d5b97bc8c0a74fd2530b2169f44e82e954cd5072065bacff3ce1533d63fe8b
