benchmark_profile_id,flores_code,language_code,script_code,profile_measurement_kind,profile_match_scope,aligned_sentences,tokenization_measurement_set_sha256,direct_measurement_row_hash,profile_row_hash,profile_set_hash
flores:sun_Latn,sun_Latn,sun,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,3635243bcaf5899c2590f93e8525031fa5f46baf1eb66f458e2716f5efa10520,cceacc518070dc3a979f96d6aa3a03cc5b87b6b8e8c25ef99492daac3e194f17,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:swe_Latn,swe_Latn,swe,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,4192fb0e1939afc27168ff5671171bfae04857f9482307d36c8b656f81bbfe0c,0877c75294b71475b1ea76044b7742da37800b5235a159f379ba75ac1b5befbc,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:swh_Latn,swh_Latn,swh,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,3adb9371a6f25e8faaa83eec05dabd85e2fb556d74be63be73ae1f4a9b4f7579,353c30097827a389f6c87402cf133eed33ec3d28e149a75bb0eccb5f5d571a8e,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:szl_Latn,szl_Latn,szl,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,0b91fad960ff5a21c97ea432b57c3d9a5ff43fb408be4f389e817b44543876a3,33e2d269a98171ff3f89bd5f0ba6881902dd290113df8bd779a1a0fd60b58c86,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tam_Taml,tam_Taml,tam,Taml,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6ecedb6204c6e2023a944da0eddc27df04c5f5669c12d3436291a7ed1c3a24c0,655d7aadb48e00ac1709c31f3cbf6590334c05f67188e73ca2a8ca6098a01a8a,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:taq_Latn,taq_Latn,taq,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,19475ec56193cdb807152815e9d7337433b92f445cb9abab6699f62d21964653,4763024251e2236cc38b59bbe7d90d2a6bd3e45f854c4b8b0d08e5bd5bcb0e55,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:taq_Tfng,taq_Tfng,taq,Tfng,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6a790ed58f0690573aec8f9b549d33c501050ce0962a9499d57281d4b7b6cae2,6256f4f7cd6d8be68151ec500a99c00180c2d13ece7c08e77bb1865465a6cc63,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tat_Cyrl,tat_Cyrl,tat,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a5f0407c75a98a6d1e1b1ce1e58f5859b495eb0043e074bdce06da1eee3676fb,f1a82bb378c1a27a91eaf7595b38372a4b12e65ca8d7e021626a9939913ec982,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tel_Telu,tel_Telu,tel,Telu,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,bd79c4d2bd8458f66fd4f85e16b410e6403cfd4913fb4571f7bdda58df5c579f,5f8519573727202350305aeaaf2ba53807e30c66fd211c0bd52d108480f34d80,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tgk_Cyrl,tgk_Cyrl,tgk,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6faac96bf4783849adc0d5266943499b47cd4046f0ef7993aeabd6436659f619,85266bbe231f145aa6c137e54fc42563aaa84bcb7c1265743a73b5b60b12aa0f,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tgl_Latn,tgl_Latn,tgl,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,9323f44f5c3b70e76ecd833b83228345eff5b127f4eefe3f93b3e0a90bb8839a,c1039bbd0c4a13468a996095c035cbd96877ebb24b42b1d1218273e1d9efcb0d,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tha_Thai,tha_Thai,tha,Thai,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,0fa426668432de6ca52e34576e26e5cfe844f99c7b45429b841268ae0a39686d,95083af8f2e627c82fae10bd56fa02dcfe12886435e0a47b389fc18cdf2c6ad2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tir_Ethi,tir_Ethi,tir,Ethi,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,affe7bfd9a22798197527d4afe8045e1508ea6808106e51f2621b464453c7e0b,7c20d6f059686562bd199168fa75e026e0662b7353a783e5fcda3615059deb08,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tpi_Latn,tpi_Latn,tpi,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,8f153c02eb76ef37a90e599cacee57255c1d2c9a1f0ee14d6ca24b8731f2dc9e,3423f0929b8665049c850dff269ec82f4a215ece4131b792fb9a69d96a03eb29,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tsn_Latn,tsn_Latn,tsn,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,22c860a13109f252ffa1f18a32b37ffd7a68f500ff2ee197d25953519d5e3185,72568317cabbfac10589384eeddfd20ebd1ab87e492509ca90158f74f7dfdb8c,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tso_Latn,tso_Latn,tso,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a66023ecf3e3dc9b5ab82ce19924a48240053811c46f80f4128aab479402569c,8567e5fabc455557b7c6d87633113a412968fd0c09a5ea6fd825edd6fba11021,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tuk_Latn,tuk_Latn,tuk,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,54c6726e25fd83e09515b901476273c6cc248b1ec6870a0dd6db32dab3e1da96,cb9da864eb39d7a6f51c38b600b65768638b3ec10577c4cfee734f0b5d7a69cb,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tum_Latn,tum_Latn,tum,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,79391298e642c7eef850c10361d0c11b3fd0378d1109cac8b0ce55c22b357187,8df92dd46345121a11d74d78fb6d7ea95a83c47c50ac2d7d0b07228f7fe522ec,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tur_Latn,tur_Latn,tur,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,45af6a82d3fd1bafa82a69253aad9137e1df0f27bf7f8b4503b246621e93dd18,8e88121757983e79ca4d3a86ca0bee6cf925bcac9e74a4c3aa557dca5a0bd017,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:twi_Latn,twi_Latn,twi,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6dc0637f3ae6b9cb8b04f4f74c8bc6d18527b07bac8fa58dbc59dd6c92fbf6fd,eba586cb1db748a4d7b0c0f2b189480b24b7a3844f1d50de2ad54f1d878cd3de,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:tzm_Tfng,tzm_Tfng,tzm,Tfng,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,06f979e5ebc2c61dd59c28bbb36156eda198de7953ffb536a20cb1c9e51906ce,18736c9974635c3ccbc68278a3725bb3191291120d6f20c4226cf4e0d8644b05,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:uig_Arab,uig_Arab,uig,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,1b78052d5e6d79b82db15bff1f6ec6f6cd49acf9e81abfb0743c98b80dc2a995,b789694ac6e15ea5b865d98c1dce7996be1f57b980f96ffe3b111c723de370e7,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ukr_Cyrl,ukr_Cyrl,ukr,Cyrl,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,24bffd28b564450d947c4b7898ceedde85c514c3351d90cc5925cb5ef7a17b72,dd4b969ec06746e99fb7a77753753610f8b0bdbf15c429e13d0ce7cdb17c0b61,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:umb_Latn,umb_Latn,umb,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,ce0a30ec26b2c190629a2650297ec38b30f31991fb7b30a7e5d4ff6bd79556b7,fb65c66e20b2481d3f76b8e7bd2a7c765746439cfc244434fa98bd7af4b9bf86,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:urd_Arab,urd_Arab,urd,Arab,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,1d48c2939fd37b8cac4b816366d6cd0912f1052260157932e8bce73fc832e7cf,f8d43fc3b2f07e2d6a6a15b8489efcadd7112fbdae1bc2ff45301ec2a3794c9f,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:uzn_Latn,uzn_Latn,uzn,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,6be01d61b82c7ec7ef01585167aa25e7fdb2c3123ce4f4d5a68578d92a6294bb,0cfc9a7240e06b1c37736dd73687db3f25c2f766e06d6a4d8d34eb57bff4c724,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:vec_Latn,vec_Latn,vec,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,29721b5832272af36f9b9841691a7aaab0553abc6ba3489b2c10331b2e39fc8c,52e8ae856daec163b6de2b8a9b031b8f3a7b0d484bd71e279a3fd9a2e187a6fd,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:vie_Latn,vie_Latn,vie,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,738324452537775455f4aae56c7ff9db9ad337a9eeba9068f31fec16f5a0d803,60db147c2f7c3ae848c7c5b9fafe5a4e38b89677f38657695d1e418c836715c9,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:war_Latn,war_Latn,war,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,06272c890ae8055d2572e2cee34895de1d7dedaf958ec7d42f18ca4b7d9b1034,e2804eb05c465607f6bf3b0f4eb6c3eabb5d24df1f725018b9af9008a0a720ff,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:wol_Latn,wol_Latn,wol,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,d6a8af276513be219680b8c3d2e309a3a08e162535a430debf1ee9464212731c,50a72ec90f0ecec657f0012b4e5bbf7806ce552788e759eb3abd8c9d24f54c77,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:xho_Latn,xho_Latn,xho,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,f115dbca189b3e52da5559334ba6b3b0377c68dbffdc4e4972681966c95d7563,bef83509af2a1f8682abaedb9e84613e88c04457c57df02ca05c2ef59e541b24,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:ydd_Hebr,ydd_Hebr,ydd,Hebr,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,247887908e69636113e030f860b101dc8cd78496ff9cef538c6abb8e59e62180,c8284d93d0619ab57c6d59246add341242e88768d4e3cf76f27073b9040b5e1b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:yor_Latn,yor_Latn,yor,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,1eedbf5c4cf1d285807aa9836cb58811028c9add19c6f33c26a5666db415a242,3c49200a69c78ec6444a2bf39e172539b53d76d1c2767edfa3fc9b4e1ac84831,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:yue_Hant,yue_Hant,yue,Hant,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,987fc1894a948a8edc7a2d6777bb69c7ef0f39bc6c54b7cff5480c9b3447f900,66cdf0c191bfcaaea4b9ff93431a67e80577d3daab1e7411972cbdeb64f511f6,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:zho_Hans,zho_Hans,zho,Hans,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,069b2bffa2454b393904585d50b6f9a1eaec2056258460d55df5357fe12f9f86,62087bf524ca997efcbe851397a4241d310b1b4815d9cc0c14a536b731ead73b,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:zho_Hant,zho_Hant,zho,Hant,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,522efb937b03dc042f09dbfbc3f54da0fc89ddecf3178a710a2a5c9387852de9,aae62e536255b48d896f50cca7440ff90f16072c900ac25ec5a1c9e20c12afcc,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:zsm_Latn,zsm_Latn,zsm,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,255b17bab6c9fab8f22b28f89c7565347cab57e8f58f86147f6716bc6cda4e77,dddddb2d5c48160375c70f19aba638899d1650bcb13fc8cf8fcebf4dead6e887,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
flores:zul_Latn,zul_Latn,zul,Latn,DIRECT_ALIGNED_BENCHMARK,EXACT_LANGUAGE_VARIETY_SCRIPT,1012,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,b1c685b6d494f8ed92b02cb807c4f6e786c47ca188a691253945b2f45fdafc07,82c390c01dae953ca9adfd1d82d532def4ca714f53befd89621574a80182a6d9,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01
