removed_factor,edition_target_id,rank,score
accessibility_gap,edition-target:lang:crk-CA,146,5089.076087
accessibility_gap,edition-target:lang:aoa-Latn-ST,147,4822.858696
accessibility_gap,edition-target:lang:poc-GT,148,4572.750000
accessibility_gap,edition-target:lang:moe-CA,149,4552.826087
accessibility_gap,edition-target:lang:prl-PE,150,4428.619565
accessibility_gap,edition-target:lang:agu-GT,151,4300.597826
accessibility_gap,edition-target:lang:ch-Latn-MP,152,4060.663043
accessibility_gap,edition-target:lang:nen-Latn-NC,153,3984.782609
accessibility_gap,edition-target:lang:mic-CA,154,3916.956522
accessibility_gap,edition-target:lang:acu-EC,155,3883.891304
accessibility_gap,edition-target:lang:tcs-Latn-AU,156,3220.043478
accessibility_gap,edition-target:lang:rop-Latn-AU,157,3138.228261
accessibility_gap,edition-target:lang:chr-US,158,2987.163799
accessibility_gap,edition-target:lang:rap-Latn-CL,159,2969.934783
accessibility_gap,edition-target:regional:inb-Latn-CO,160,2929.175665
accessibility_gap,edition-target:lang:bla-CA,161,2831.739130
accessibility_gap,edition-target:lang:pri-Latn-NC,162,2768.152174
accessibility_gap,edition-target:lang:quv-GT,163,2767.304348
accessibility_gap,edition-target:regional:gun-Latn-BR,164,2745.381906
accessibility_gap,edition-target:regional:nah-oaxaca-Latn-MX,165,2661.290172
accessibility_gap,edition-target:lang:ane-Latn-NC,166,2373.913043
accessibility_gap,edition-target:lang:zun-US,167,2320.202226
accessibility_gap,edition-target:regional:nah-istmo-bajo-Latn-MX,168,2225.925359
accessibility_gap,edition-target:lang:cwd-CA,169,2166.195652
accessibility_gap,edition-target:lang:cho-US,170,2077.280573
accessibility_gap,edition-target:lang:crl-CA,171,2066.576087
accessibility_gap,edition-target:lang:hop-US,172,2032.930919
accessibility_gap,edition-target:regional:gnh-Latn-BR,173,2020.611372
accessibility_gap,edition-target:lang:csw-CA,174,1979.673913
accessibility_gap,edition-target:lang:kos-Latn-FM,175,1935.586957
accessibility_gap,edition-target:lang:yap-Latn-FM,176,1776.195652
accessibility_gap,edition-target:lang:qum-GT,177,1761.358696
accessibility_gap,edition-target:lang:mrl-Latn-FM,178,1572.293478
accessibility_gap,edition-target:lang:ojw-CA,179,1538.804348
accessibility_gap,edition-target:lang:evn-RU,180,1521.754284
accessibility_gap,edition-target:regional:rmf-Latn-FI,181,1483.695652
accessibility_gap,edition-target:lang:dlg-RU,182,1326.245252
accessibility_gap,edition-target:lang:eve-RU,183,1310.446543
accessibility_gap,edition-target:lang:woe-Latn-FM,184,1251.391304
accessibility_gap,edition-target:regional:nhd-Latn-BR,185,1126.384729
accessibility_gap,edition-target:lang:ciw-CA,186,864.782609
accessibility_gap,edition-target:lang:mop-GT,187,852.489130
accessibility_gap,edition-target:lang:alq-CA,188,828.750000
accessibility_gap,edition-target:lang:pre-Latn-ST,189,743.119565
accessibility_gap,edition-target:lang:ckt-RU,190,651.132534
accessibility_gap,edition-target:lang:cod-PE,191,502.336957
accessibility_gap,edition-target:lang:nsk-CA,192,438.750000
accessibility_gap,edition-target:lang:crj-CA,193,379.402174
accessibility_gap,edition-target:lang:pqm-CA,194,347.608696
accessibility_gap,edition-target:lang:ikt-CA,195,334.891304
accessibility_gap,edition-target:regional:jqr-Latn-PE,196,189.913043
accessibility_gap,edition-target:lang:crm-CA,197,175.923913
accessibility_gap,edition-target:lang:itz-GT,198,172.108696
accessibility_gap,edition-target:regional:inuvialuktun-Latn-CA,199,150.489130
accessibility_gap,edition-target:lang:itl-RU,200,128.364516
accessibility_gap,edition-target:lang:zh-Hans-CX,201,99.619565
accessibility_gap,edition-target:lang:otw-CA,202,93.260870
accessibility_gap,edition-target:lang:nio-RU,203,82.943226
accessibility_gap,edition-target:lang:ulk-Latn-AU,204,25.434783
none,edition-target:lang:hi-Deva-IN,1,119230186.524540
none,edition-target:lang:id-Latn-ID,2,89272920.825564
none,edition-target:lang:ru-Cyrl-RU,3,46145403.417437
none,edition-target:lang:pnb-Arab-PK,4,38664532.724344
none,edition-target:lang:bn-Beng-IN,5,35587306.441386
none,edition-target:lang:mr-Deva-IN,6,30637719.625068
none,edition-target:lang:te-Telu-IN,7,30018535.396197
none,edition-target:lang:ta-Taml-IN,8,25489950.193662
none,edition-target:lang:jv-Latn-ID,9,24444674.813021
none,edition-target:lang:th-Thai-TH,10,20854847.819552
none,edition-target:lang:gu-Gujr-IN,11,20364258.117461
none,edition-target:lang:ps-Arab-PK,12,19445275.871002
none,edition-target:lang:ur-Arab-IN,13,18769327.015594
none,edition-target:lang:bho-Deva-IN,14,18715188.172252
none,edition-target:lang:my-Mymr-MM,15,17031365.505000
none,edition-target:lang:uz-Latn-UZ,16,16921800.000000
none,edition-target:lang:kn-Knda-IN,17,16098002.557307
none,edition-target:lang:sd-Arab-PK,18,15330905.492112
none,edition-target:lang:ary-Arab-MA,19,14620000.000000
none,edition-target:lang:es-Latn-US,20,13151293.135791
none,edition-target:lang:ml-Mlym-IN,21,12867862.297378
none,edition-target:lang:om-Latn-ET,22,12615202.704902
none,edition-target:lang:or-Orya-IN,23,12602462.264935
none,edition-target:lang:skr-Arab-PK,24,12545112.374604
none,edition-target:lang:yo-Latn-NG,25,12366198.960000
none,edition-target:lang:mg-Latn-MG,26,11894880.003000
none,edition-target:lang:su-Latn-ID,27,11644105.245512
none,edition-target:lang:pa-Guru-IN,28,11523803.302545
none,edition-target:lang:am-Ethi-ET,29,10947358.574331
none,edition-target:lang:ig-Latn-NG,30,10305165.800000
none,edition-target:lang:ur-Arab-PK,31,9915305.678602
none,edition-target:lang:cmn-Hant-TW,32,9068782.560000
none,edition-target:lang:nan-Hant-TW,33,8053400.770000
none,edition-target:lang:kmr-Latn-001,34,7525000.000000
none,edition-target:lang:km-Khmr-KH,35,6404047.620000
none,edition-target:lang:zu-Latn-ZA,36,6012570.185031
none,edition-target:lang:hne-Deva-IN,37,6010974.927108
none,edition-target:lang:ne-Deva-NP,38,5626316.510000
none,edition-target:lang:as-Beng-IN,39,5482305.412473
none,edition-target:lang:kk-Cyrl-KZ,40,5448275.010000
none,edition-target:lang:mai-Deva-IN,41,4940947.690361
none,edition-target:lang:mag-Deva-IN,42,4701724.416775
none,edition-target:lang:ca-Latn-ES,43,4300000.000000
none,edition-target:lang:xh-Latn-ZA,44,4026810.242946
none,edition-target:lang:rw-Latn-RW,45,3076612.182000
none,edition-target:lang:mwr-Deva-IN,46,2897869.884834
none,edition-target:lang:mad-Latn-ID,47,2781822.204548
none,edition-target:lang:yue-Hant-HK,48,2721447.210000
none,edition-target:lang:tk-Latn-TM,49,2708124.950000
none,edition-target:lang:so-Latn-ET,50,2535176.163034
none,edition-target:lang:ckb-Arab-001,51,2470168.428000
none,edition-target:lang:ky-Cyrl-KG,52,2304824.080000
none,edition-target:lang:ti-Ethi-ET,53,2188486.905803
none,edition-target:lang:gug-Latn-PY,54,1630686.420000
none,edition-target:lang:ka-Geor-GE,55,1585049.838000
none,edition-target:lang:min-Latn-ID,56,1519604.542944
none,edition-target:lang:awa-Deva-IN,57,1424895.579101
none,edition-target:lang:mai-Deva-NP,58,1385627.270000
none,edition-target:lang:hy-Armn-AM,59,1346459.094000
none,edition-target:lang:bjn-Latn-ID,60,1311242.690720
none,edition-target:lang:bug-Latn-ID,61,1260948.450528
none,edition-target:lang:brh-Arab-PK,62,1208292.412237
none,edition-target:lang:ne-Deva-IN,63,1082590.378927
none,edition-target:lang:bho-Deva-NP,64,782941.850000
none,edition-target:lang:pov-Latn-GW,65,560609.490000
none,edition-target:lang:kek-GT,66,534381.438000
none,edition-target:lang:hak-Hant-TW,67,513132.760000
none,edition-target:lang:quc-GT,68,499983.732000
none,edition-target:lang:mfe-Latn-MU,69,430918.050000
none,edition-target:lang:eu-Latn-ES,70,402829.160000
none,edition-target:lang:awa-Deva-NP,71,371638.680000
none,edition-target:lang:mam-GT,72,279963.834000
none,edition-target:lang:yua-MX,73,264311.237856
none,edition-target:lang:sn-Latn-ZA,74,263447.965034
none,edition-target:lang:zgh-Tfng-MA,75,257278.194000
none,edition-target:lang:tzh-MX,76,200989.190022
none,edition-target:lang:ayr-BO,77,196663.940000
none,edition-target:lang:cak-GT,78,194856.186000
none,edition-target:lang:ayr-PE,79,191087.270000
none,edition-target:lang:tzo-MX,80,187728.510432
none,edition-target:lang:cy-Latn-GB,81,186757.254011
none,edition-target:regional:ru-Cyrl-EE,82,179745.540000
none,edition-target:lang:swh-Latn-RW,83,157170.342000
none,edition-target:lang:tet-Latn-TL,84,155241.610000
none,edition-target:lang:mag-Deva-NP,85,98950.310000
none,edition-target:lang:mi-Latn-NZ,86,91955.070000
none,edition-target:lang:ctu-MX,87,86897.195824
none,edition-target:lang:bzj-BZ,88,85695.408000
none,edition-target:lang:mgm-Latn-TL,89,84184.540000
none,edition-target:lang:kjb-GT,90,71492.230000
none,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,91,66787.837491
none,edition-target:lang:poh-GT,92,57221.820000
none,edition-target:lang:acr-GT,93,53465.340000
none,edition-target:lang:mkz-Latn-TL,94,53251.200000
none,edition-target:lang:pap-CW,95,49470.640000
none,edition-target:lang:ixl-GT,96,49448.710000
none,edition-target:lang:nav-US,97,48873.864891
none,edition-target:lang:pis-Latn-SB,98,48152.712000
none,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,99,45966.148337
none,edition-target:regional:nah-huasteca-potosina-Latn-MX,100,45453.392962
none,edition-target:regional:nah-mexicano-guerrero-Latn-MX,101,42563.131128
none,edition-target:lang:crs-Latn-SC,102,41391.102000
none,edition-target:regional:chol-northwest-Latn-MX,103,40044.386662
none,edition-target:lang:pap-AW,104,32873.796000
none,edition-target:lang:kem-Latn-TL,105,29667.850000
none,edition-target:regional:tseltal-north-Latn-MX,106,28724.535634
none,edition-target:lang:bfn-Latn-TL,107,27814.980000
none,edition-target:lang:cri-Latn-ST,108,26964.010000
none,edition-target:regional:tsotsil-north-high-Latn-MX,109,26507.371840
none,edition-target:lang:jiv-EC,110,25271.100000
none,edition-target:lang:cac-GT,111,25194.560000
none,edition-target:lang:agr-PE,112,24331.120000
none,edition-target:regional:nah-noroeste-central-Latn-MX,113,24235.623310
none,edition-target:regional:tseltal-east-Latn-MX,114,23987.603910
none,edition-target:lang:knj-GT,115,23774.700000
none,edition-target:lang:tkd-Latn-TL,116,20117.120000
none,edition-target:regional:tsotsil-centre-Latn-MX,117,19482.316165
none,edition-target:lang:iku-CA,118,17920.250000
none,edition-target:lang:iu-Cans-CA,119,17920.250000
none,edition-target:lang:tca-BR,120,17455.496652
none,edition-target:lang:mh-Latn-MH,121,16749.264000
none,edition-target:lang:sm-Latn-AS,122,16699.050000
none,edition-target:regional:eu-Latn-FR-64,123,15797.257827
none,edition-target:regional:pdt-Latn-CA,124,15736.800000
none,edition-target:lang:shp-PE,125,14685.360000
none,edition-target:regional:tsotsil-northwest-Latn-MX,126,14085.932585
none,edition-target:lang:jac-GT,127,14004.240000
none,edition-target:lang:chk-Latn-FM,128,13118.898000
none,edition-target:lang:kgk-BR,129,12982.311546
none,edition-target:lang:nzs-NZ,130,11203.812000
none,edition-target:lang:gub-BR,131,9810.111358
none,edition-target:regional:chol-southeast-Latn-MX,132,9279.064167
none,edition-target:lang:ccr-GT,133,9266.500000
none,edition-target:lang:kgp-BR,134,9229.134614
none,edition-target:regional:nah-istmo-Latn-MX,135,9086.994123
none,edition-target:lang:haw-Latn-US,136,7729.502377
none,edition-target:lang:pon-Latn-FM,137,7648.410000
none,edition-target:lang:gui-BO,138,7564.560000
none,edition-target:lang:dhv-Latn-NC,139,7536.600000
none,edition-target:lang:caa-GT,140,7165.090000
none,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,141,6646.374061
none,edition-target:lang:ojs-CA,142,6581.150000
none,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,143,6450.892471
none,edition-target:lang:pau-Latn-PW,144,5877.126000
none,edition-target:lang:na-Latn-NR,145,5220.636000
none,edition-target:lang:crk-CA,146,5162.150000
none,edition-target:lang:aoa-Latn-ST,147,4892.110000
none,edition-target:lang:prl-PE,148,4742.938000
none,edition-target:lang:poc-GT,149,4638.410000
none,edition-target:lang:moe-CA,150,4618.200000
none,edition-target:lang:agu-GT,151,4362.350000
none,edition-target:lang:ch-Latn-MP,152,4118.970000
none,edition-target:lang:nen-Latn-NC,153,4042.000000
none,edition-target:lang:mic-CA,154,3973.200000
none,edition-target:lang:acu-EC,155,3939.660000
none,edition-target:lang:tcs-Latn-AU,156,3266.280000
none,edition-target:lang:rop-Latn-AU,157,3183.290000
none,edition-target:lang:chr-US,158,3165.790695
none,edition-target:lang:rap-Latn-CL,159,3012.580000
none,edition-target:regional:inb-Latn-CO,160,3006.001612
none,edition-target:lang:bla-CA,161,2872.400000
none,edition-target:regional:gun-Latn-BR,162,2867.271353
none,edition-target:lang:pri-Latn-NC,163,2807.900000
none,edition-target:lang:quv-GT,164,2807.040000
none,edition-target:regional:nah-oaxaca-Latn-MX,165,2773.586958
none,edition-target:lang:zun-US,166,2458.946048
none,edition-target:lang:ane-Latn-NC,167,2408.000000
none,edition-target:regional:nah-istmo-bajo-Latn-MX,168,2319.851330
none,edition-target:lang:cho-US,169,2201.498127
none,edition-target:lang:cwd-CA,170,2197.300000
none,edition-target:lang:hop-US,171,2154.496445
none,edition-target:regional:gnh-Latn-BR,172,2110.322463
none,edition-target:lang:crl-CA,173,2096.250000
none,edition-target:lang:csw-CA,174,2008.100000
none,edition-target:lang:kos-Latn-FM,175,1963.380000
none,edition-target:lang:yap-Latn-FM,176,1801.700000
none,edition-target:lang:qum-GT,177,1786.650000
none,edition-target:lang:evn-RU,178,1615.773942
none,edition-target:lang:mrl-Latn-FM,179,1594.870000
none,edition-target:lang:ojw-CA,180,1560.900000
none,edition-target:regional:rmf-Latn-FI,181,1505.000000
none,edition-target:lang:dlg-RU,182,1408.185632
none,edition-target:lang:eve-RU,183,1391.410819
none,edition-target:lang:woe-Latn-FM,184,1269.360000
none,edition-target:regional:nhd-Latn-BR,185,1176.393951
none,edition-target:lang:ciw-CA,186,877.200000
none,edition-target:lang:mop-GT,187,864.730000
none,edition-target:lang:alq-CA,188,840.650000
none,edition-target:lang:pre-Latn-ST,189,753.790000
none,edition-target:lang:ckt-RU,190,691.361931
none,edition-target:lang:cod-PE,191,509.550000
none,edition-target:lang:nsk-CA,192,445.050000
none,edition-target:lang:crj-CA,193,384.850000
none,edition-target:lang:pqm-CA,194,352.600000
none,edition-target:lang:ikt-CA,195,339.700000
none,edition-target:regional:jqr-Latn-PE,196,192.640000
none,edition-target:lang:crm-CA,197,178.450000
none,edition-target:lang:itz-GT,198,174.580000
none,edition-target:regional:inuvialuktun-Latn-CA,199,152.650000
none,edition-target:lang:itl-RU,200,136.295355
none,edition-target:lang:zh-Hans-CX,201,101.050000
none,edition-target:lang:otw-CA,202,94.600000
none,edition-target:lang:nio-RU,203,88.067768
none,edition-target:lang:ulk-Latn-AU,204,25.800000
