authorization_id,source_lane,source_record_id,evidence_identity_id,edition_target_id,canonical_language_target_id,regional_stratum_id,authorization_status,authorization_tier,authorization_reason,population_low_persons,population_base_persons,population_high_persons,population_definition,source_ids,source_urls,score_row_present,score_order_lane,score_primary_order_eligible,score_population_atom_id,score_selected_source_record_id,score_authorization_ids,binding_outcome,row_sha256
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:id-ID,ASIA_EMPIRICAL_NEED_INPUTS,id-ID,regional:ASIA_EMPIRICAL_NEED_INPUTS:id-ID,,,id-ID,EXCLUDE,none,no exact authority target binding,,248501794,,BPS Long Form SP2020 weighted 2022 point estimate for people age 5+ who understand Indonesian speech and can utter Indonesian words understood by others; not a census-exact count or writing measure.,ASIA_EB59D2619EC1;ASIA_552796946DC9;ASIA_260DFA0745B4;ASIA_6196EEEC6EA2;ASIA_500B7047CCE7;ASIA_B97764805E8B;ASIA_38ECF6E092FA;ASIA_2CD8EB1C75C6;ASIA_AF270A0A00AD;ASIA_A7E49913E90A,https://sensus.bps.go.id/topik/tabular/sp2022/196/1/0;https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html;https://documents1.worldbank.org/curated/en/099082924151529593/pdf/P17920918b1c2f0f61abb41e1a5d85e5dd2.pdf;https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/indonesia_c2e1ae0e-en.html;https://www.bps.go.id/en/publication/2025/08/29/beaa2be400eda6ce6c636ef8/telecommunication-statistics-in-indonesia-2024.html;https://open.umn.edu/opentextbooks/textbooks.json?language=ind;https://directory.doabooks.org/rest/search?query=dc.language:%22Indonesian%22&limit=100&expand=metadata;https://www.bps.go.id/en/publication/2023/01/27/ffb5939b4393e5b1146a9b91/hasil-long-form-sensus-penduduk-2020;https://buku.kemendikdasmen.go.id/;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422,false,,,,,,EXCLUDED_WITH_EXPLICIT_REASON,CFE463E47C6334E904DE977940C66806A7135E21A77EDB06224898FD31DD5C64
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ja-Jpan-JP,ASIA_EMPIRICAL_NEED_INPUTS,ja-Jpan-JP,regional:ASIA_EMPIRICAL_NEED_INPUTS:ja-Jpan-JP,edition-target:lang:ja-Jpan-JP,,ja-Jpan-JP,EXCLUDE,none,regional class territorial_education_language_exposure_ceiling_published_in_thousands is not an explicitly typed person count,,,123802000,"Statistics Bureau 2024 total resident population, published in thousands, retained only as a national Japanese-curriculum exposure ceiling; not a Japanese ability, reader or script-competence count.",ASIA_610806419013;ASIA_2ACB64916A98;ASIA_11D94F15CB7A;ASIA_CFB41AA2BCF8;ASIA_66890A43D9E6;ASIA_F8F356BD1B2F;ASIA_3391AFAEC010;ASIA_DB0DDF9B87D9;ASIA_8CD867D47230;ASIA_767270E01001;ASIA_39FBA6D61934;ASIA_4B352E5C6D63;ASIA_922A9A623183,https://www.stat.go.jp/english/data/jinsui/2024np/index.html;https://www.mext.go.jp/component/a_menu/education/micro_detail/__icsFiles/afieldfile/2011/04/11/1298356_2.pdf;https://www.mext.go.jp/b_menu/houdou/31/09/1421569_00007.htm;https://www.mext.go.jp/b_menu/toukei/chousa01/kihon/kekka/k_detail/2025.htm;https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/japan_f7d7daad-en.html;https://www.oecd.org/en/publications/2024/12/survey-of-adults-skills-2023-country-notes_df7b4a60/japan_c63b2ef1.html;https://www.jstage.jst.go.jp/browse/-char/en;https://www.ndl.go.jp/en/aboutus/outline/numerically.html;https://www.soumu.go.jp/johotsusintokei/statistics/statistics05.html;https://open.umn.edu/opentextbooks/textbooks.json?language=jpn;https://directory.doabooks.org/rest/search?query=dc.language:%22Japanese%22&limit=100&expand=metadata;https://www.mext.go.jp/content/20260618-mxt-kyouiku01-000050518_1.pdf;https://www.mext.go.jp/content/20260525-mxt_kyokoku-000049811_2.pdf,true,stage_opportunity,true,JA-direct-cohorts,LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,auth:canonical:llps:LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025;auth:canonical:llps:LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025,EXCLUDED_WITH_EXPLICIT_REASON,C0C206F391A2F29D9ED77D4B607C61C5329C56468B4605760A0793A1FB6B9B11
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:jv-ID,ASIA_EMPIRICAL_NEED_INPUTS,jv-ID,regional:ASIA_EMPIRICAL_NEED_INPUTS:jv-ID,,,jv-ID,EXCLUDE,none,no exact authority target binding,,68044660,,BPS 2010 census point count of people age 5+ in the BPS Javanese category using it as the daily language at home; irrespective of Latin or Javanese script.,ASIA_552796946DC9;ASIA_EB59D2619EC1;ASIA_260DFA0745B4;ASIA_500B7047CCE7,https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html;https://sensus.bps.go.id/topik/tabular/sp2022/196/1/0;https://documents1.worldbank.org/curated/en/099082924151529593/pdf/P17920918b1c2f0f61abb41e1a5d85e5dd2.pdf;https://www.bps.go.id/en/publication/2025/08/29/beaa2be400eda6ce6c636ef8/telecommunication-statistics-in-indonesia-2024.html,false,,,,,,EXCLUDED_WITH_EXPLICIT_REASON,FAEC9530E759FD346300FC31196330387551CFA2077CC5AB256D5B7D212FE9CC
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ko-Kore-KP,ASIA_EMPIRICAL_NEED_INPUTS,ko-Kore-KP,regional:ASIA_EMPIRICAL_NEED_INPUTS:ko-Kore-KP,edition-target:regional:ko-Kore-KP,,ko-Kore-KP,EXCLUDE,none,regional class model_based_territorial_population_projection_point_context is not an explicitly typed person count,,26571036,,"UNICEF-displayed 2025 population projection based on UN WPP 2022; not an observed population, Korean-language count or upper bound.",ASIA_7321CAC7E2EE;ASIA_7C7372155B26;ASIA_55D84CF49B30;ASIA_EAFCC14AE490,https://data.unicef.org/sdgs/country/prk/;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS?locations=KP;https://datahub.itu.int/data/?e=PRK;https://www.ames.ox.ac.uk/korean,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,826BDBF0B838501B20DAFA3C72217D9307966278AF8EDD060212F167A33B1D2B
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ko-Kore-KR,ASIA_EMPIRICAL_NEED_INPUTS,ko-Kore-KR,regional:ASIA_EMPIRICAL_NEED_INPUTS:ko-Kore-KR,,,ko-Kore-KR,EXCLUDE,none,no exact authority target binding,,,51817000,"Official 2025 register-census total resident estimate, published in thousands, retained only as a South Korean education-language exposure ceiling; not a Korean-language or script-competence count.",ASIA_A1263098CA28;ASIA_9B8793BE9527;ASIA_413400DFDCA6;ASIA_EB167E9C882D;ASIA_62CB247ADE56;ASIA_EAFCC14AE490;ASIA_75A9382D53D6;ASIA_B0B9D3E2D9F2,https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/korea_4e0cc43a-en.html;https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&boardSeq=99138&lev=0&m=020402&opType=N&page=1&s=moe&searchType=null&statusYN=W;https://www.nkis.re.kr/subject_view1.do?eoSeq=0&otpId=OTP_0000000000015021&otpSeq=0;https://datahub.itu.int/data/?e=KOR;https://www.kocw.net/;https://www.ames.ox.ac.uk/korean;https://mods.go.kr/board.es?act=view&bid=203&list_no=446219&mid=a10301010000&nPage=1&ref_bid=&tag=;https://mods.go.kr/boardDownload.es?bid=203&list_no=446219&seq=11,false,,,,,,EXCLUDED_WITH_EXPLICIT_REASON,437A2E98555527BE007B2AA87C95EB440346BF2B2C0999DDA41F765861267BBA
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:mey-Arab-MR,ASIA_EMPIRICAL_NEED_INPUTS,mey-Arab-MR,regional:ASIA_EMPIRICAL_NEED_INPUTS:mey-Arab-MR,edition-target:lang:mey-Arab-MR,,mey-Arab-MR,EXCLUDE,none,regional class no_compatible_direct_variety_person_denominator is not an explicitly typed person count,,,,No comparable exact Hassaniya person denominator is established in this bundle.,ASIA_FB5A2B3A6E71,https://documents1.worldbank.org/curated/en/517851626203470278/pdf/Effective-Language-of-Instruction-Policies-for-Learning.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,5482609AB80EA807EC110CBDEB0C0FBF3B94A22DD11A2F390F64B4B9F4DA13C7
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:mr-Deva-IN,ASIA_EMPIRICAL_NEED_INPUTS,mr-Deva-IN,regional:ASIA_EMPIRICAL_NEED_INPUTS:mr-Deva-IN,edition-target:lang:mr-Deva-IN,,mr-Deva-IN,EXCLUDE,none,"regional definition/class contains incompatible proxy, ceiling, or script-mismatch marker",82801140,82801140,82801140,Raw Marathi mother-tongue return; scheduled-language total is 83026680.,ASIA_AE7629DAC814;ASIA_C8095E9B813E;ASIA_5AD512572DA1;ASIA_F358D43B8DE2;ASIA_84E85FF94377;ASIA_25B978A75B75,https://censusindia.gov.in/nada/index.php/catalog/10191;https://www.censusindia.gov.in/nada/index.php/catalog/10262;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://asercentre.org/wp-content/uploads/2022/12/ASER_2024_Final-Report_13_2_24-1.pdf;https://india.khanacademy.org/;https://support.khanacademy.org/hc/en-us/articles/226457308-What-languages-is-Khan-Academy-available-in,true,person_need,true,auth:canonical:canonical:pop:78fb5d4ae3e4f19bf50a1c9d,pop:78fb5d4ae3e4f19bf50a1c9d,auth:canonical:canonical:pop:78fb5d4ae3e4f19bf50a1c9d;auth:canonical:llps:LLPS-MR-IN-L1-2011,EXCLUDED_WITH_EXPLICIT_REASON,F55F3589268E6452859E2BAED877B2E6AC16A69A6B4863BE4AFC253815485AFC
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:my-Mymr-MM,ASIA_EMPIRICAL_NEED_INPUTS,my-Mymr-MM,regional:ASIA_EMPIRICAL_NEED_INPUTS:my-Mymr-MM,edition-target:lang:my-Mymr-MM,,my-Mymr-MM,EXCLUDE,none,regional class model_based_de_facto_midyear_population_point_context is not an explicitly typed person count,,54500091,,"WDI 2024 de facto midyear population model estimate; territorial context only, not Burmese users/readers or an upper bound.",ASIA_759351FA76E9;ASIA_B959004395E8;ASIA_99EF1189B839;ASIA_4D817AB19C6E;ASIA_E28E23F01DBE;ASIA_5BB789ABEF06;ASIA_49B48F2B0F14,https://api.worldbank.org/v2/country/MMR/indicator/SP.POP.TOTL?date=2024&format=json;https://documents1.worldbank.org/curated/en/099070124012035856/pdf/P50066314cb91a0d4199041567b48f877da.pdf;https://documents1.worldbank.org/curated/en/099111224114516735/pdf/P180073-0beb4782-f0f8-4483-ae8a-5417542ace40.pdf;https://www.unicef.org/myanmar/learning;https://www.unicef.org/myanmar/sites/unicef.org.myanmar/files/2019-05/Myanmar%20Country%20Report_Language%2C%20Education%20and%20Social%20Cohesion%20%28LESE%29%20Initiative.pdf;https://datahub.itu.int/data/?e=MMR;https://databank.worldbank.org/metadataglossary/millennium-development-goals/series/SP.POP.TOTL,true,person_need,true,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,pop:e5ce23e04310977f9e30a710,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,EXCLUDED_WITH_EXPLICIT_REASON,766C570E182662A291443C5A101F08EEED898D849E3C04022963ABC489413D6B
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,ASIA_EMPIRICAL_NEED_INPUTS,nan-Hant-TW,regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,edition-target:lang:nan-Hant-TW,,nan-Hant-TW,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,18728839,18728839,18728839,"DGBAS 2020 estimate: 6,897,535 current primary-use plus 11,831,304 current secondary-use Taiwanese among resident nationals aged 6+.",ASIA_TWN_DGBAS_CENSUS_2020_LANG,https://ws.dgbas.gov.tw/001/Upload/463/relfile/11065/230300/t006.xlsx,true,person_need,true,nonadditive-multilanguage:7c85229066c80679,nan-Hant-TW,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:nan-Hant-TW,ADMITTED_AND_SELECTED_FOR_SCORE,648BD5A39BF7582BCCF08C8E6E00FA86FB8F78E619876873CB15C15283BC35BD
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:pa-Arab-PK,ASIA_EMPIRICAL_NEED_INPUTS,pa-Arab-PK,regional:ASIA_EMPIRICAL_NEED_INPUTS:pa-Arab-PK,,,pa-Arab-PK,EXCLUDE,none,no exact authority target binding,,,88915544,"2023 Census Punjabi mother-tongue count in the detailed-demographic table universe, retained only as a maximum language-community context for an unmeasured Shahmukhi target.",ASIA_AFF2CFE5FD3E;ASIA_C108F664359D;ASIA_C088EAEF37B1;ASIA_FCFD0EBD2874;ASIA_0F8C359A9A6A;ASIA_EF1BA0A15BE2,https://www.pbs.gov.pk/sites/default/files/population/2023/tables/table_11_national.pdf;https://www.pbs.gov.pk/sites/default/files/population/2023/reports/National%20Census%20Report-2023.pdf;https://documents1.worldbank.org/curated/en/099101209232420036/pdf/IDU1ca74c9b413720148e11bf511415daadb8202.pdf;https://pie.gov.pk/SiteImage/Publication/PES-Final%20Report%2016Mb.pdf;https://aserpakistan.org/document/2024/aser_national_2023.pdf;https://www.pbs.gov.pk/wp-content/uploads/2020/07/HIES_Report_2024-25-Social-indicators-Reportupdated.pdf,false,,,,,,EXCLUDED_WITH_EXPLICIT_REASON,68AA6DADD8D32C38EABEC4A857A23EF0C32C1BD653CD539D155301FF14EA61AF
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:pa-Guru-IN,ASIA_EMPIRICAL_NEED_INPUTS,pa-Guru-IN,regional:ASIA_EMPIRICAL_NEED_INPUTS:pa-Guru-IN,edition-target:lang:pa-Guru-IN,,pa-Guru-IN,EXCLUDE,none,regional class Punjabi_L1_ceiling_for_unmeasured_Gurmukhi_literacy_not_script_readership is not an explicitly typed person count,,,31144095,The 2011 raw Punjabi/Panjabi mother-tongue return is retained only as a maximum language-community context because the census does not enumerate Gurmukhi literacy.,ASIA_AE7629DAC814;ASIA_C8095E9B813E;ASIA_5AD512572DA1;ASIA_F358D43B8DE2;ASIA_84E85FF94377;ASIA_25B978A75B75,https://censusindia.gov.in/nada/index.php/catalog/10191;https://www.censusindia.gov.in/nada/index.php/catalog/10262;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://asercentre.org/wp-content/uploads/2022/12/ASER_2024_Final-Report_13_2_24-1.pdf;https://india.khanacademy.org/;https://support.khanacademy.org/hc/en-us/articles/226457308-What-languages-is-Khan-Academy-available-in,true,person_need,true,auth:canonical:canonical:pop:cfd49ccfa509189ed47f4dee,pop:cfd49ccfa509189ed47f4dee,auth:canonical:canonical:pop:cfd49ccfa509189ed47f4dee,EXCLUDED_WITH_EXPLICIT_REASON,920B22A9A307A499CAB06E19B105955B635B640F76B2A017F3279F9D86EDF822
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:pes-Arab-IR,ASIA_EMPIRICAL_NEED_INPUTS,pes-Arab-IR,regional:ASIA_EMPIRICAL_NEED_INPUTS:pes-Arab-IR,edition-target:lang:pes-Arab-IR,,pes-Arab-IR,EXCLUDE,none,regional class territorial_national_schooling_exposure_ceiling is not an explicitly typed person count,,,91567738,World Bank 2024 all-resident population estimate retained only as a maximum national-schooling exposure context; not a direct Persian speaker or Perso-Arabic reader count.,ASIA_81FCA16F83B7;ASIA_59DC2F64AEFB;ASIA_EC7D5FCE5DA6;ASIA_49BA0A23C8B3;ASIA_BDA0C85F4DB7;ASIA_F09DB3CF1763,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=IR;https://doi.org/10.3390/computers13080212;https://download.uis.unesco.org/SDG4/SDG4-Profile-Iran%20(Islamic%20Republic%20of).pdf;https://datahub.itu.int/data/?e=IRN&i=11624;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS?locations=IR;https://samanketab.roshdmag.ir/fa/article/26678/%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%87-%DA%A9%D8%AA%D8%A7%D8%A8-%D9%87%D8%A7%DB%8C-%D8%AF%D8%B1%D8%B3%DB%8C,true,unranked_context,false,territory:IRN,,,EXCLUDED_WITH_EXPLICIT_REASON,E53E5DDAD17BD379D950EC30A97F4250B9C7EAADAF9363EC468DCB30ACA882E2
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:pga-SS,ASIA_EMPIRICAL_NEED_INPUTS,pga-SS,regional:ASIA_EMPIRICAL_NEED_INPUTS:pga-SS,,,pga-SS,EXCLUDE,none,no exact authority target binding,,,,No comparable exact Juba-Arabic person denominator is established in this bundle.,ASIA_FB5A2B3A6E71,https://documents1.worldbank.org/curated/en/517851626203470278/pdf/Effective-Language-of-Instruction-Policies-for-Learning.pdf,false,,,,,,EXCLUDED_WITH_EXPLICIT_REASON,BC4660A93A5F850E6EA59F923648FBC19BCA22B1D96691745FD4576CB3B099B2
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:prs-Arab-AF,ASIA_EMPIRICAL_NEED_INPUTS,prs-Arab-AF,regional:ASIA_EMPIRICAL_NEED_INPUTS:prs-Arab-AF,edition-target:lang:prs-Arab-AF,,prs-Arab-AF,EXCLUDE,none,regional class no_denominator_compatible_population_estimate is not an explicitly typed person count,,,,No national person count compatible with the exact Dari native-language share and reference year was verified.,ASIA_2EB6AB7BBCE9;ASIA_AB580216B702;ASIA_898D7AA447D0;ASIA_4807CAF4ACCE;ASIA_7BB3D8E9A472;ASIA_5F22574862B2,https://asiafoundation.org/wp-content/uploads/2020/05/Afghanistan_2019-Model-Disability-Survey.pdf;https://www.unicef.org/afghanistan/reports/afghanistan-multiple-indicator-cluster-survey-mics-2022-2023;https://www.unicef.org/afghanistan/media/9186/file/Afghanistan%20MICS%202022-2203.pdf;https://www.unicef.org/afghanistan/documents/afghanistan-education-situation-report-2025;https://www.unicef.org/afghanistan/media/12691/file/Report_AFG_Education_PRINT_final-.pdf.pdf;https://datahub.itu.int/data/?e=AFG&i=11624,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,8115CEE836ED4CE0F110D775A7E3450FFBCDA93C59135580E467E161244F9DFE
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-ability,ASIA_EMPIRICAL_NEED_INPUTS,ru-Cyrl-RU-ability,regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-ability,edition-target:lang:ru-Cyrl-RU,,ru-Cyrl-RU-ability,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,,134319233,,"Rosstat count of people reporting ability in Russian; separate from daily use and not a literacy, L1 or academic-proficiency count.",ASIA_8494F662F55E;ASIA_498C388D8FFE,https://rosstat.gov.ru/vpn/2020/Tom5_Nacionalnyj_sostav_i_vladenie_yazykami;https://www.unesco.org/sites/default/files/medias/fichiers/2024/06/0606_russian%20language.pdf,true,person_need,true,ru-Cyrl-RU-ability,ru-Cyrl-RU-ability,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-ability;auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-daily,ADMITTED_AND_SELECTED_FOR_SCORE,2DBF5E70124FB99BC975F86DDF4FDE2A94674D1AC76E8E2571DC8AE69B7DD2E9
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-daily,ASIA_EMPIRICAL_NEED_INPUTS,ru-Cyrl-RU-daily,regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-daily,edition-target:lang:ru-Cyrl-RU,,ru-Cyrl-RU-daily,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,exact regional authority target + typed person measure + source-resolved evidence,,132317159,,"Rosstat count of people reporting daily use of Russian; separate from reported ability and not a literacy, L1 or academic-proficiency count.",ASIA_8494F662F55E;ASIA_498C388D8FFE,https://rosstat.gov.ru/vpn/2020/Tom5_Nacionalnyj_sostav_i_vladenie_yazykami;https://www.unesco.org/sites/default/files/medias/fichiers/2024/06/0606_russian%20language.pdf,true,person_need,true,ru-Cyrl-RU-ability,ru-Cyrl-RU-ability,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-ability;auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ru-Cyrl-RU-daily,ADMITTED_AND_SELECTED_FOR_SCORE,0E7DF414D3B2BDDC61CFB7F1850751C9E99355249CAA61C0396FA5C1BD157351
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:shu-Arab-TD,ASIA_EMPIRICAL_NEED_INPUTS,shu-Arab-TD,regional:ASIA_EMPIRICAL_NEED_INPUTS:shu-Arab-TD,edition-target:lang:shu-Arab-TD,,shu-Arab-TD,EXCLUDE,none,regional class no_compatible_direct_variety_person_denominator is not an explicitly typed person count,,,,No comparable exact Chadian-Arabic person denominator is established in this bundle.,ASIA_FB5A2B3A6E71,https://documents1.worldbank.org/curated/en/517851626203470278/pdf/Effective-Language-of-Instruction-Policies-for-Learning.pdf,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,0445B3562663E1B4E466E2A36063CA1EC63B15903E16EAC20827B48DE0375F15
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:su-ID,ASIA_EMPIRICAL_NEED_INPUTS,su-ID,regional:ASIA_EMPIRICAL_NEED_INPUTS:su-ID,,,su-ID,EXCLUDE,none,no exact authority target binding,,32412752,,BPS 2010 census point count of people age 5+ in the BPS Sundanese category using it as the daily language at home; irrespective of Latin or Sundanese script.,ASIA_552796946DC9;ASIA_EB59D2619EC1;ASIA_260DFA0745B4;ASIA_500B7047CCE7,https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html;https://sensus.bps.go.id/topik/tabular/sp2022/196/1/0;https://documents1.worldbank.org/curated/en/099082924151529593/pdf/P17920918b1c2f0f61abb41e1a5d85e5dd2.pdf;https://www.bps.go.id/en/publication/2025/08/29/beaa2be400eda6ce6c636ef8/telecommunication-statistics-in-indonesia-2024.html,false,,,,,,EXCLUDED_WITH_EXPLICIT_REASON,95E96128999A35DFBAF5D43729F65D8D68DE574DBF646E96DC14EBFB7CBE4213
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ta-Taml-IN,ASIA_EMPIRICAL_NEED_INPUTS,ta-Taml-IN,regional:ASIA_EMPIRICAL_NEED_INPUTS:ta-Taml-IN,edition-target:lang:ta-Taml-IN,,ta-Taml-IN,EXCLUDE,none,"regional definition/class contains incompatible proxy, ceiling, or script-mismatch marker",68888839,68888839,68888839,Raw Tamil mother-tongue return; scheduled-language total is 69026881.,ASIA_AE7629DAC814;ASIA_C8095E9B813E;ASIA_5AD512572DA1;ASIA_F358D43B8DE2;ASIA_25B978A75B75,https://censusindia.gov.in/nada/index.php/catalog/10191;https://www.censusindia.gov.in/nada/index.php/catalog/10262;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://asercentre.org/wp-content/uploads/2022/12/ASER_2024_Final-Report_13_2_24-1.pdf;https://support.khanacademy.org/hc/en-us/articles/226457308-What-languages-is-Khan-Academy-available-in,true,person_need,true,auth:canonical:canonical:pop:2cb02fc39902ed72029da51a,pop:2cb02fc39902ed72029da51a,auth:canonical:canonical:pop:2cb02fc39902ed72029da51a;auth:canonical:llps:LLPS-TA-IN-L1-2011,EXCLUDED_WITH_EXPLICIT_REASON,DC8DBD1FEDD94850C207086161DC4218867D6F289A2BA1DB3CBBE82C6FFBFC72
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:ta-Taml-LK,ASIA_EMPIRICAL_NEED_INPUTS,ta-Taml-LK,regional:ASIA_EMPIRICAL_NEED_INPUTS:ta-Taml-LK,edition-target:lang:ta-Taml-LK,,ta-Taml-LK,EXCLUDE,none,regional class Tamil_named_ethnicity_core_context_not_language_denominator is not an explicitly typed person count,,,,No direct Tamil-user or Tamil-script reader population is entered. The 2024 census count 3281987 for Sri Lanka Tamil plus Indian/Malaiyaga Tamil is an ethnicity core only and is not a ceiling because Tamil literacy extends to other ethnic groups.,ASIA_95499A5B4526;ASIA_03CC696CA42B;ASIA_2C7E3E94D496;ASIA_87EDA21F0512,https://www.statistics.gov.lk/Resource/en/Population/CPH_2024/CPH2024_Final_Eng.pdf;https://moe.gov.lk/wp-content/uploads/2025/12/School_Census-2024_Summary-Report-V2.pdf;https://www.statistics.gov.lk/Resource/en/ComputerLiteracy/Bulletins/AnnualBuletinComputerLiteracy-2024.pdf;https://e-thaksalawa.moe.gov.lk/lcms/?lang=ta_lk,true,unranked_context,false,world:unresolved-territory,,,EXCLUDED_WITH_EXPLICIT_REASON,67790FBF7BDB6D1AFFEB7E9831FE8C1BAC48F32419CD1CF122DF9A287B8F91C3
auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:te-Telu-IN,ASIA_EMPIRICAL_NEED_INPUTS,te-Telu-IN,regional:ASIA_EMPIRICAL_NEED_INPUTS:te-Telu-IN,edition-target:lang:te-Telu-IN,,te-Telu-IN,EXCLUDE,none,"regional definition/class contains incompatible proxy, ceiling, or script-mismatch marker",80912459,80912459,80912459,Raw Telugu mother-tongue return. The broader scheduled-language total is 81127740 and is kept separate.,ASIA_AE7629DAC814;ASIA_C8095E9B813E;ASIA_5AD512572DA1;ASIA_F358D43B8DE2;ASIA_25B978A75B75,https://censusindia.gov.in/nada/index.php/catalog/10191;https://www.censusindia.gov.in/nada/index.php/catalog/10262;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://asercentre.org/wp-content/uploads/2022/12/ASER_2024_Final-Report_13_2_24-1.pdf;https://support.khanacademy.org/hc/en-us/articles/226457308-What-languages-is-Khan-Academy-available-in,true,person_need,true,IND-C16-2011-person,LLPS-TE-IN-L1-2011,auth:canonical:canonical:pop:d3ca0b8bb185751c92431b02;auth:canonical:llps:LLPS-TE-IN-L1-2011,EXCLUDED_WITH_EXPLICIT_REASON,1CA249831A2926BAED8A5A881DFA1CACB4568B19FEA9D11EE15B38B46BCEA587
