portfolio_member_id,candidate_id,candidate_label,portfolio_lane,expectation_group,profile_scope,stages_to_investigate,stage_labels,hypothesis_ids_json,current_route_count,current_route_ids_json,stages_with_routes,stages_without_routes,readiness_status,high_reach_evidence_cell_ids_json,typed_population_summaries_json,evidence_band,initial_package_hypotheses_json,top10_program_ids_json,selection_status,ordinal_rank,possible_outranker,exclusion_allowed,funding_rank,outside_portfolio_possible_outranker_entities,next_evidence_action,row_sha256
P100-068,hypothesis-candidate:068,Uyghur,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Perso-Arabic first profile; diaspora script routes separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H08"",""H10""]",5,"[""CA_UIG-F"",""CA_UIG-R"",""CA_UIG-S"",""CA_UIG-U"",""CA_UIG-V""]",F|S|V|U|R,P,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",08586B0314EF7181F4343A295DF73242AFE4D484215687011499BBCC7AEA533A
P100-069,hypothesis-candidate:069,Central Kurdish / Sorani,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Perso-Arabic; country and educational systems separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H09"",""H10""]",14,"[""AI_CKB1_FULL-F"",""AI_CKB1_FULL-S"",""AI_CKB1_SMALL-F"",""AI_CKB1_SMALL-S"",""AI_CKB2_FULL-S"",""AI_CKB2_FULL-U"",""AI_CKB2_SMALL-S"",""AI_CKB2_SMALL-U"",""AI_CKB3_FULL-R"",""AI_CKB3_FULL-V"",""AI_CKB3_SMALL-R"",""AI_CKB3_SMALL-V"",""AI_CKB_P_ORAL_WRITTEN_FULL-P"",""AI_CKB_P_ORAL_WRITTEN_SMALL-P""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",F4495FF77237A080270A00B691D39156572C4DD21F0080E1F290CD5F60EA4438
P100-070,hypothesis-candidate:070,Northern Kurdish / Kurmanji,REGIONAL_DEPTH_AND_LANGUAGE_TRANSITION,B. Regional and language-transition candidates,Latin first profile; other scripts and regional varieties separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H09"",""H10""]",24,"[""AI_KMR1_BADINI_ARAB_FULL-F"",""AI_KMR1_BADINI_ARAB_FULL-S"",""AI_KMR1_BADINI_ARAB_SMALL-F"",""AI_KMR1_BADINI_ARAB_SMALL-S"",""AI_KMR2_LATN_FULL-S"",""AI_KMR2_LATN_FULL-V"",""AI_KMR2_LATN_SMALL-S"",""AI_KMR2_LATN_SMALL-V"",""AI_KMR3_EARLY_BADINI_ARAB_FULL-F"",""AI_KMR3_EARLY_BADINI_ARAB_FULL-P"",""AI_KMR3_EARLY_BADINI_ARAB_SMALL-F"",""AI_KMR3_EARLY_BADINI_ARAB_SMALL-P"",""AI_KMR3_EARLY_LATN_FULL-F"",""AI_KMR3_EARLY_LATN_FULL-P"",""AI_KMR3_EARLY_LATN_SMALL-F"",""AI_KMR3_EARLY_LATN_SMALL-P"",""AI_KMR3_METHODS_BADINI_ARAB_FULL-R"",""AI_KMR3_METHODS_BADINI_ARAB_FULL-U"",""AI_KMR3_METHODS_BADINI_ARAB_SMALL-R"",""AI_KMR3_METHODS_BADINI_ARAB_SMALL-U"",""AI_KMR3_METHODS_LATN_FULL-R"",""AI_KMR3_METHODS_LATN_FULL-U"",""AI_KMR3_METHODS_LATN_SMALL-R"",""AI_KMR3_METHODS_LATN_SMALL-U""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",E64B4461FC235F9091BC69EBD559DE821A9A206D7743B437538D5C52A94DCC92
P100-071,hypothesis-candidate:071,Ukrainian,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Cyrillic; residents and displaced learners separately,F|S|V|U|R,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H05"",""H10""]",3,"[""UK-R"",""UK-S"",""UK-V""]",S|V|R,P|F|U,CONDITIONAL_THRESHOLD_ROUTE_EXISTS_NO_WINNER,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",4D5A939B9C96EE49E3783B482207A1BADF4F99E4CEC435D63F7E2363255FC110
P100-072,hypothesis-candidate:072,Polish,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Latin; advanced gaps and refugee-learning routes separately,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H05"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",5E6656B8DB09A44286A04606EAE2E122C2312AFE16DD617D06DFE43CDD9AC7EC
P100-073,hypothesis-candidate:073,Romanian,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Latin; Moldova and Romania separately,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H05"",""H07""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",0E3F8230C70BD77949033B4E6942429F19171D03F201A501E540ADBB65C10D4D
P100-074,hypothesis-candidate:074,Bulgarian,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Cyrillic; no Russian or Interslavic coverage assumption,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H05"",""H06""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",34354561F59FC3486E4EBE0B545CE995FB3B1C9DC98BEE3E60877E6E87DE39FF
P100-075,hypothesis-candidate:075,Belarusian,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Cyrillic first profile; actual preferred/usable educational language,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H05"",""H10""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",4F5E83BE4983187F8976AC5C6B9DFC96FBDB63A8B5A622C82951ED06DF955B2F
P100-076,hypothesis-candidate:076,Serbian standard,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Cyrillic and Latin; other BCMS standards separately,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H05"",""H06""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",0F154366518A7AB6E1A9445D4C9F1558ACACCF8024811EC13281E05614A677BB
P100-077,hypothesis-candidate:077,Tigrinya,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates","Ethiopic; Ethiopia, Eritrea and displaced learners separately",F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H03"",""H09"",""H10""]",4,"[""TI_CONTINUITY_FULL-F"",""TI_CONTINUITY_FULL-S"",""TI_CONTINUITY_SMALLER-F"",""TI_CONTINUITY_SMALLER-S""]",F|S,P|V|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]","[""T10-ETH-MULTILINGUAL""]",CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",C78EA3388F864513CE1A918EA8B130C8CC10B194FC302A09D5730BEBA12CFA08
P100-078,hypothesis-candidate:078,Kabyle,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Latin first profile; Arabic/French overlap separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H08"",""H11""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",05840DC838D86CFB8FA41DCD758A1D162ACAB415422BB86094AFF39D27B7A8A5
P100-079,hypothesis-candidate:079,Central Atlas Tamazight,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Exact variety; Tifinagh/Latin routes and Moroccan standard separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H08"",""H11""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",00BEA1965B145BC6472DEAA90E71294C2B129E234664C712C9FD804CC84515E9
P100-080,hypothesis-candidate:080,Tachelhit,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Exact variety; Tifinagh/Latin/Arabic literacy separately,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H08"",""H11""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",C378EAC16FAE8D1A8091A980CDC4B50CF351A9AEF568256185B4842F644A8141
P100-081,hypothesis-candidate:081,Ayacucho Quechua,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Specified regional educational orthography,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H09"",""H11""]",6,"[""AMPA_QUY_LATN_PE_F"",""AMPA_QUY_LATN_PE_P"",""AMPA_QUY_LATN_PE_R"",""AMPA_QUY_LATN_PE_S"",""AMPA_QUY_LATN_PE_U"",""AMPA_QUY_LATN_PE_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",D67F8B8BAAFC003C9C355126A033AC8FB6E533F373FC8F7F57D3B49F66853541
P100-082,hypothesis-candidate:082,Cusco Quechua,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Specified regional educational orthography; not all Quechua,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H06"",""H11""]",6,"[""AMPA_QU_COLLAO_LATN_PE_F"",""AMPA_QU_COLLAO_LATN_PE_P"",""AMPA_QU_COLLAO_LATN_PE_R"",""AMPA_QU_COLLAO_LATN_PE_S"",""AMPA_QU_COLLAO_LATN_PE_U"",""AMPA_QU_COLLAO_LATN_PE_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",514CCA1845282C8B03EA461AF9246CBDDBD00C8B75A68A43B27F8B77F6CCD232
P100-083,hypothesis-candidate:083,Paraguayan Guarani,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Standard orthography; bilingual and predominantly Guarani profiles,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",6,"[""AMPA_GUG_LATN_PY_HOME_F"",""AMPA_GUG_LATN_PY_HOME_P"",""AMPA_GUG_LATN_PY_HOME_R"",""AMPA_GUG_LATN_PY_HOME_S"",""AMPA_GUG_LATN_PY_HOME_U"",""AMPA_GUG_LATN_PY_HOME_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",82E3A474F9C5E7F24E80027877932AAF97DB6D36AA0D0018F8DA2708514E84A2
P100-084,hypothesis-candidate:084,Central Nahuatl,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Exact variety and local orthographic route; not all Nahuatl,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H09"",""H11""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",ACDC6B1CA62EFDEA1C01B63030F081E889B1E27AB75A932BD350BB7014245A79
P100-085,hypothesis-candidate:085,K'iche',RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Standard plus regional comprehension profiles,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H04"",""H09"",""H11""]",6,"[""AMPA_QUC_LATN_GT_F"",""AMPA_QUC_LATN_GT_P"",""AMPA_QUC_LATN_GT_R"",""AMPA_QUC_LATN_GT_S"",""AMPA_QUC_LATN_GT_U"",""AMPA_QUC_LATN_GT_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",04DE3683B87C1C0FD1268D9F70476CB98DC8899388C30B0CA9B7008ACFEBCD9C
P100-086,hypothesis-candidate:086,Tok Pisin,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Standard written register; L1/L2 and schooling routes separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H04"",""H11""]",6,"[""AMPA_TPI_LATN_PG_F"",""AMPA_TPI_LATN_PG_P"",""AMPA_TPI_LATN_PG_R"",""AMPA_TPI_LATN_PG_S"",""AMPA_TPI_LATN_PG_U"",""AMPA_TPI_LATN_PG_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",689CB1FD662EC64B73FB0B38A48F07ABC1851754780EBF4B4591A0ED74742814
P100-087,hypothesis-candidate:087,Bislama,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Standard written register; not all Vanuatu language users,F|S|V,foundational/primary; secondary; vocational/technical/practical,"[""H02"",""H04"",""H11""]",6,"[""AMPA_BI_LATN_VU_F"",""AMPA_BI_LATN_VU_P"",""AMPA_BI_LATN_VU_R"",""AMPA_BI_LATN_VU_S"",""AMPA_BI_LATN_VU_U"",""AMPA_BI_LATN_VU_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",932CA4B4090F1995C332EECDF9FFD537789E9355568DBAD5F732A4156DD122A8
P100-088,hypothesis-candidate:088,Kalaallisut / West Greenlandic,RESEARCH_ACCESS_COMPARATOR_AND_REGIONAL_DEPTH,"C. Comparators, research access and regional-depth candidates",Greenlandic standard; other Inuit languages separately,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H04"",""H05"",""H11""]",6,"[""AMPA_AMAR_GRL_KALAALLISUT_F"",""AMPA_AMAR_GRL_KALAALLISUT_P"",""AMPA_AMAR_GRL_KALAALLISUT_R"",""AMPA_AMAR_GRL_KALAALLISUT_S"",""AMPA_AMAR_GRL_KALAALLISUT_U"",""AMPA_AMAR_GRL_KALAALLISUT_V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",A6730F8BB8CD3242B82F0364B0F974C9764CC5A404D6014C3ABF674BC1130274
