intervention_id,target_type,target_name,variety_or_register,script,territory_scope,curriculum_source,curriculum_work,curriculum_unit,adaptation_depth,formats,existing_local_status,source_ids,evidence_status,overlap_rule,notes,rankability_status,profile_tag_status,profile_resolution_status,profile_ranking_treatment,profile_negative_control_status,profile_source_ids,resolved_edition_name
OBS-GRG-US-026,natural_language,Jamaican Creole English,jam-Latn-JM,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-026; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-JAM-CASSIDY,Jamaican Creole in Cassidy/JLU orthography
OBS-GRG-US-027,natural_language,Guyanese Creole English,gyn-Latn-GY,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-027; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-GYN-POLICY,Guyanese Creolese in an explicitly named institutional teaching orthography
OBS-GRG-US-028,natural_language,Papiamento,pap-Latn-AW|pap-Latn-CW|pap-Latn-BQ,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-028; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,multiple_valid_localized_bcp47_profiles,requires_territorial_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-PAP-FACTFILE,Separate Aruba Papiamento and Curaçao/Bonaire Papiamentu editions
OBS-GRG-US-029,natural_language,Pennsylvania German,pdc-Latn-US,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-029; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-PDC-SYSTEMS,Pennsylvania German with declared spelling system
OBS-GRG-US-030,natural_language,Eastern Yiddish,ydd-Hebr-US,Hebr,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-030; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,base_tag_valid_requires_localizations,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-YDD-YIVO;TP-YDD-HASIDIC,Eastern Yiddish for a named orthographic audience
OBS-GRG-US-031,natural_language,Mam,mam-Latn-GT,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-031; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-ALMG-MAM,Mam in ALMG normative orthography
OBS-GRG-US-032,natural_language,Kiche,quc-Latn-GT,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-032; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-ALMG-KICHE,K'iche' in ALMG normative orthography
OBS-GRG-US-033,natural_language,Qanjobal,kjb-Latn-GT,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-033; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-ALMG-QANJOBAL,Q'anjob'al in ALMG normative orthography
OBS-GRG-US-034,natural_language,Yucateco,yua-Latn-MX,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-034; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-YUA-INALI,Maayat'aan (Yucatec Maya) in INALI writing standard
OBS-GRG-US-035,natural_language,Garifuna,cab-Latn-HN|cab-Latn-BZ|cab-Latn-GT|cab-Latn-NI,Latn,United States,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-035; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,multiple_valid_localized_bcp47_profiles,requires_territorial_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-CAB-HN,Garifuna shared Latin core with national/localized editions
OBS-GRG-AU-001,natural_language,Kriol,rop-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-001; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-AU-NT-CURR,Australian Kriol practical written standard
OBS-GRG-AU-002,natural_language,Djambarrpuyngu,djr-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-002; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,Djambarrpuyŋu written educational profile
OBS-GRG-AU-003,natural_language,Warlpiri,wbp-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-003; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-AU-NT-CURR;TP-AU-BATCHELOR,Warlpiri practical school orthography
OBS-GRG-AU-004,natural_language,Murrinh Patha,mwf-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-004; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,Murrinh-Patha community dictionary/school profile
OBS-GRG-AU-005,natural_language,Alyawarr,aly-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-005; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,Alyawarr community educational profile
OBS-GRG-AU-006,natural_language,Pitjantjatjara,pjt-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S003;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-006; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-SA-PIT;TP-AU-BATCHELOR,Pitjantjatjara Aṉangu school profile
OBS-GRG-AU-007,natural_language,Gurindji,gue-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S004;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-007; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-BATCHELOR,Gurindji community dictionary profile
OBS-GRG-AU-008,natural_language,Ngarinyman,nbj-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S004;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-008; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-NT-CURR,Ngarinyman community educational profile
OBS-GRG-AU-009,natural_language,Nunggubuyu,nuy-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S004;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-009; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_name_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-NT-CURR;TP-AU-BATCHELOR,Wubuy (source label Nunggubuyu) community profile
OBS-GRG-AU-010,natural_language,Warumungu,wrm-Latn-AU,Latn,Australia,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S005;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-010; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-AU-NT-CURR,Warumungu community educational profile
OBS-GRG-PL-001,natural_language,Polish,pl-Latn-PL,Latn,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-001; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",negative_control_richly_served_relative_to_observed_set,TP-S001-IANA;TP-S002-CLDR;TP-EU-PL-RJP,Standard Polish (2026 RJP rules)
OBS-GRG-PL-002,natural_language,Silesian,szl-Latn-PL,Latn,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-002; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-EU-SZL-RSJ;TP-EU-SZL-MULTI,Silesian in ślabikŏrzowy szrajbōnek
OBS-GRG-PL-003,natural_language,German,de-Latn,Latn,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-003; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",negative_control_richly_served_relative_to_observed_set,TP-S001-IANA;TP-S002-CLDR;TP-EU-DE-RFDR,Generic Standard German
OBS-GRG-PL-004,natural_language,Kashubian,csb-Latn-PL,Latn,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-004; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-EU-CSB-ZPE,School-standard Kashubian
OBS-GRG-PL-005,natural_language,Czech,cs-Latn-CZ,Latn,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-005; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",negative_control_richly_served_relative_to_observed_set,TP-S001-IANA;TP-S002-CLDR;TP-EU-CS-UJC,Standard Czech
OBS-GRG-PL-006,natural_language,Ukrainian,uk-Cyrl-UA,Cyrl,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-006; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",negative_control_richly_served_relative_to_observed_set,TP-S001-IANA;TP-S002-CLDR;TP-EU-UK-MOVA,Standard Ukrainian (2026 state-language standard)
OBS-GRG-PL-007,natural_language,Byelorussian,be-Cyrl-BY,Cyrl,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-007; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,not_negative_control,TP-S001-IANA;TP-S002-CLDR;TP-EU-BE-LAW,Official-standard Belarusian
OBS-GRG-PL-008,signed_language_access,Polish Sign Language,pso-Zzzz-PL target profile; script unresolved by population source,Signed,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D5,AX-SIGNED-VIDEO;AX-HTML,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-008; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,,,,,,
OBS-GRG-PL-009,natural_language,Lemko,und-Zzzz-PL target profile; script unresolved by population source,Zzzz (unresolved by population source),Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-009; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,,,,,,
OBS-GRG-PL-010,natural_language,Lithuanian,lt-Latn-LT,Latn,Poland,OpenStax plus Open Logic Project,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,D3,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-010; target-profile research remains explicit rather than inferred from the population source.,exact_population_join_target_profile_evidence_pending,single_valid_bcp47,resolved_single_profile,rank only after scarcity/non-overlap evidence; do not infer a gap from the Poland subset count,comparison_control_moderately_served,TP-S001-IANA;TP-S002-CLDR;TP-EU-LT-VLKK,Standard Lithuanian
