intervention_id,target_type,target_name,variety_or_register,script,territory_scope,curriculum_work,curriculum_unit,formats,raw_existing_local_status,reconciliation_state,verified_covered_units,declared_total_units,residual_units,residual_deficit_fraction,deficit_effect,registered_source_ids,evidence_status,overlap_rule,notes
OBS-GRG-US-033,natural_language,Qanjobal,kjb-Latn-GT,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-033; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-034,natural_language,Yucateco,yua-Latn-MX,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-034; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-US-035,natural_language,Garifuna,cab-Latn-HN|cab-Latn-BZ|cab-Latn-GT|cab-Latn-NI,Latn,United States,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S001;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-US-035; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-001,natural_language,Kriol,rop-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-001; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-002,natural_language,Djambarrpuyngu,djr-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-002; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-003,natural_language,Warlpiri,wbp-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-003; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-004,natural_language,Murrinh Patha,mwf-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-004; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-005,natural_language,Alyawarr,aly-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S002;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-005; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-006,natural_language,Pitjantjatjara,pjt-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S003;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-006; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-007,natural_language,Gurindji,gue-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S004;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-007; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-008,natural_language,Ngarinyman,nbj-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S004;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-008; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-009,natural_language,Nunggubuyu,nuy-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S004;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-009; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-AU-010,natural_language,Warumungu,wrm-Latn-AU,Latn,Australia,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S005;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-AU-010; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-001,natural_language,Polish,pl-Latn-PL,Latn,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-001; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-002,natural_language,Silesian,szl-Latn-PL,Latn,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-002; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-003,natural_language,German,de-Latn,Latn,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-003; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-004,natural_language,Kashubian,csb-Latn-PL,Latn,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-004; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-005,natural_language,Czech,cs-Latn-CZ,Latn,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-005; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-006,natural_language,Ukrainian,uk-Cyrl-UA,Cyrl,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-006; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-007,natural_language,Byelorussian,be-Cyrl-BY,Cyrl,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-007; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-008,signed_language_access,Polish Sign Language,pso-Zzzz-PL target profile; script unresolved by population source,Signed,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-SIGNED-VIDEO;AX-HTML,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-008; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-009,natural_language,Lemko,und-Zzzz-PL target profile; script unresolved by population source,Zzzz (unresolved by population source),Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-009; target-profile research remains explicit rather than inferred from the population source.
OBS-GRG-PL-010,natural_language,Lithuanian,lt-Latn-LT,Latn,Poland,FR-2 common comparator,Open Logic FR-2 foundations; population-specific OpenStax priority pending final need join,AX-HTML;AX-PDF;AX-OFFLINE,not_found_in_bounded_local_census,missing,,,,,No registered target coverage: D=1 for the declared target × unit × format.,GRG-S006;ACE-A118,exact territory-specific source population observation; script and orthography require a separate target-profile source,Use only the cited source universe; do not inflate it to a global speaker total or sum overlapping source categories.,Mechanically surfaced from GRG-PL-010; target-profile research remains explicit rather than inferred from the population source.
