observation_id,region,subregion,language_label,edition_profile,iso_639_3_or_other_id,territory,modality,script_or_profile,orthography_evidence_status,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_date_or_year,source_id,source_locator,source_observation_transcribed_exactly,negative_control,source_candidate_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,overlap_group_id,alternative_measure_role,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,common_year_status,caveats,provenance_table
GRG-US-028,Americas,North America (Caribbean diaspora),Papiamento,exact ACS language row; script not reported by source,pap,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,950,1422,1894,2017-2021,GRG-S001,Nation worksheet row 272,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Creole totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,ACE-A118
GRG-US-029,Americas,North America (European nonterritorial diaspora),Pennsylvania German,exact ACS language row; script not reported by source,pdc,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,179920,185200,190480,2017-2021,GRG-S001,Nation worksheet row 22,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent West Germanic totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,ACE-A118
GRG-US-030,Americas,North America (European nonterritorial diaspora),Eastern Yiddish,exact ACS language row; script not reported by source,ydd,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,189401,194800,200199,2017-2021,GRG-S001,Nation worksheet row 24,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent West Germanic totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,ACE-A118
GRG-US-031,Americas,North America (Central American Indigenous diaspora),Mam,exact ACS language row; script not reported by source,mam,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,3947,5062,6177,2017-2021,GRG-S001,Nation worksheet row 547,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Mayan totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,ACE-A118
GRG-US-032,Americas,North America (Central American Indigenous diaspora),Kiche,exact ACS language row; script not reported by source,quc,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2944,3787,4630,2017-2021,GRG-S001,Nation worksheet row 548,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Mayan totals United States diaspora observation; the exact source label Kiche plus its terminal cell space is retained without inserting an apostrophe; source reports no script or orthography.,ACE-A118
GRG-US-033,Americas,North America (Central American Indigenous diaspora),Qanjobal,exact ACS language row; script not reported by source,kjb,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,1532,2253,2974,2017-2021,GRG-S001,Nation worksheet row 552,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Mayan totals United States diaspora observation; exact printed label retained; source reports no script or orthography.,ACE-A118
GRG-US-034,Americas,North America (Central American Indigenous diaspora),Yucateco,exact ACS language row; script not reported by source,yua,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,1155,1708,2261,2017-2021,GRG-S001,Nation worksheet row 554,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Mayan totals United States diaspora observation; exact printed label retained and not collapsed into a broader Maya label; source reports no script or orthography.,ACE-A118
GRG-US-035,Americas,North America (Caribbean and Central American diaspora),Garifuna,exact ACS language row; script not reported by source,cab,United States,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_sample_estimate,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2422,3080,3738,2017-2021,GRG-S001,Nation worksheet row 564,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,US-ACS-2017-2021-HOME-LANGUAGE,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published point estimate; low and high are estimate minus and plus published 90 percent margin of error Selected child language categories are mutually exclusive in the source hierarchy; do not combine with parent Middle and South American totals United States diaspora observation; sample estimate for persons age 5 plus and language spoken at home; source reports no script or orthography.,ACE-A118
GRG-AU-001,Oceania,Australia,Kriol,exact census language row; script not reported by source,rop,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,7478,7478,7478,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Kriol row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-002,Oceania,Australia,Djambarrpuyngu,exact census language row; script not reported by source,djr,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,3870,3870,3870,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Djambarrpuyngu row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-003,Oceania,Australia,Warlpiri,exact census language row; script not reported by source,wbp,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,2624,2624,2624,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Warlpiri row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-004,Oceania,Australia,Murrinh Patha,exact census language row; script not reported by source,mwf,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,2081,2081,2081,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Murrinh Patha row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-005,Oceania,Australia,Alyawarr,exact census language row; script not reported by source,aly,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,1951,1951,1951,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Alyawarr row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-006,Oceania,Australia,Pitjantjatjara,exact census language row; script not reported by source,pjt,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,3458,3458,3458,2021,GRG-S003,"Language used at home, top responses other than English; Australia column; Pitjantjatjara row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-007,Oceania,Australia,Gurindji,exact census language row; script not reported by source,gue,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,623,623,623,2021,GRG-S004,"Language used at home, top responses other than English; Australia column; Gurindji row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-008,Oceania,Australia,Ngarinyman,exact census language row; script not reported by source,nbj,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,313,313,313,2021,GRG-S004,"Language used at home, top responses other than English; Australia column; Ngarinyman row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-009,Oceania,Australia,Nunggubuyu,exact census language row; script not reported by source,nuy,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,283,283,283,2021,GRG-S004,"Language used at home, top responses other than English; Australia column; Nunggubuyu row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-AU-010,Oceania,Australia,Warumungu,exact census language row; script not reported by source,wrm,Australia,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_language_used_at_home_persons,persons,424,424,424,2021,GRG-S005,"Language used at home, top responses other than English; Australia column; Warumungu row",true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,AU-CENSUS-2021-LANP,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published perturbed national count; no interval supplied; low equals base equals high Single-response main-language categories; selected rows are not summed with broad categories ABS applied small random changes for privacy; count is main language used at home and not an L1 count; source reports no script or orthography.,ACE-A118
GRG-PL-001,Europe,Central Europe,Polish,exact bilingual census language row; script not reported by source,pol,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,37868618,37868618,37868618,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; Polski Polish row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Census language used at home is not an L1 count or educational-access measure; source reports no script or orthography.,ACE-A118
GRG-PL-002,Europe,Central Europe,Silesian,exact bilingual census language row; script not reported by source,szl,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,467145,467145,467145,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; śląski Silesian row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Census language used at home is not an L1 count or educational-access measure; source reports no script or orthography.,ACE-A118
GRG-PL-003,Europe,Central Europe,German,exact bilingual census language row; script not reported by source,deu,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,216342,216342,216342,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; niemiecki German row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Census language used at home is not an L1 count or educational-access measure; source reports no script or orthography.,ACE-A118
GRG-PL-004,Europe,Central Europe,Kashubian,exact bilingual census language row; script not reported by source,csb,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,89198,89198,89198,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; kaszubski Kashubian row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Census language used at home is not an L1 count or educational-access measure; source reports no script or orthography.,ACE-A118
GRG-PL-005,Europe,Central Europe,Czech,exact bilingual census language row; script not reported by source,ces,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,5328,5328,5328,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; czeski Czech row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Census language used at home is not an L1 count or educational-access measure; source reports no script or orthography.,ACE-A118
GRG-PL-006,Europe,Central Europe,Ukrainian,exact bilingual census language row; script not reported by source,ukr,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,55104,55104,55104,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; ukraiński Ukrainian row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Census language used at home is not an L1 count or educational-access measure; source reports no script or orthography.,ACE-A118
GRG-PL-007,Europe,Central Europe,Byelorussian,exact bilingual census language row; script not reported by source,bel,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,17325,17325,17325,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; białoruski Byelorussian row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed The official English label Byelorussian is retained without modernization; census language used at home is not an L1 count; source reports no script or orthography.,ACE-A118
GRG-PL-008,Europe,Central Europe,Polish Sign Language,exact bilingual census sign-language row,pso,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,9267,9267,9267,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; polski język migowy Polish Sign Language row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Signed-language home use is not a hearing-status count or educational-access measure; script and orthography are not applicable and not reported.,ACE-A118
GRG-PL-009,Europe,Central Europe,Lemko,exact bilingual census variety row; no ISO normalization asserted,,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,6147,6147,6147,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; łemkowski Lemko row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Exact variety label is retained rather than collapsed into a wider Rusyn label; census language used at home is not an L1 count; source reports no script or orthography.,ACE-A118
GRG-PL-010,Europe,Central Europe,Lithuanian,exact bilingual census language row; script not reported by source,lit,Poland,written_text_candidate,not asserted by population source,not_established_by_population_source,direct_language_census_count,census_languages_used_at_home_multiple_response_persons,persons,5422,5422,5422,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; litewski Lithuanian row,true,false,false,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,PL-CENSUS-2021-HOME-LANG-MR,direct_language_population_observation,unmeasured,pending_central_coverage_join,known_source_overlap_group_requires_deduplication,source_year_observation_no_projection,published total persons using the language at home; no interval supplied; low equals base equals high Multiple responses were allowed; language rows overlap and must not be summed Census language used at home is not an L1 count or educational-access measure; source reports no script or orthography.,ACE-A118
ASSEC-BD-BN-001,Asia,South Asia,Bangla,NAT-001 bn-Beng-BD Bangladesh Bangla,ben (source bn),Bangladesh,written_text_candidate,bn-Beng-BD,not_established_by_population_source,functional_literate_language_users_L1_or_later_language,derived_cldr_territory_functional_language_users,persons,,165323060,,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row bn-Beng-BD; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='BD'] and languagePopulation[@type='bn'],false,false,false,exact_language_and_territory_match_to_NAT-001; population source does not establish orthography,gross_upper_bound_pending_intervention_edges,true,false,ASSEC-BD-BN-FUNCTIONAL,standalone_secondary_estimate_replaces_no_master_population_count,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,release_year_only_component_vintage_unknown,"Derived from territory population 168697000 times 98 percent. CLDR gives no percentage rounding rule or interval, so low/high are blank. CLDR may mix L1 and later functional users and warns inputs are heterogeneous. Master ALG-BD-L001 is sample cases only and does not supersede this population estimate.",ACE-A137
ASSEC-VN-VI-001,Asia,Southeast Asia,Vietnamese,NAT-028 vi-Latn-VN Vietnamese,vie,Vietnam,written_text_candidate,vi-Latn-VN,not_established_by_population_source,Vietnam_total_Vietnamese_speakers_L1_L2_unspecified,peer_reviewed_published_lower_bound_speakers,persons,89000000,89000000,,2016 publication; population estimate vintage not stated,ASSEC-S007,PubMed XML PMID 27172848; Abstract/AbstractText[@Label='PURPOSE']; first sentence; DOI 10.3109/17549507.2015.1101162,true,false,false,exact_named_language_and_country_match_to_NAT-028; source does not establish orthography,gross_lower_bound_pending_intervention_edges,true,false,ASSEC-VN-VI-SPEAKERS,published_lower_bound_not_a_point_estimate,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,publication_year_only_estimate_vintage_unknown,"The peer-reviewed abstract says over 89 million people in Vietnam. 89000000 is encoded as the reported rounded threshold, not an exact point count; the true high bound and L1/L2 split are unstated.",ACE-A137
ASSEC-MM-MY-001,Asia,Southeast Asia,Burmese,NAT-030 my-Mymr-MM Burmese,mya (source my),Myanmar,written_text_candidate,my-Mymr-MM,not_established_by_population_source,functional_literate_language_users_L1_or_later_language,derived_cldr_territory_functional_language_users,persons,,36817344,,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row my-Mymr-MM; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MM'] and languagePopulation[@type='my'],false,false,false,exact_national_language_and_territory_core_of_NAT-030; displaced cohorts excluded,gross_upper_bound_pending_intervention_edges,true,false,ASSEC-MM-MY-FUNCTIONAL,standalone_secondary_estimate_replaces_no_master_population_count,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,release_year_only_component_vintage_unknown,"Derived from territory population 57527100 times 64 percent. No percentage rounding rule or interval is published. Master ALG-MM-L006 is a sample-case category labelled Myanmar, not a population estimate. This row excludes displaced cohorts in NAT-030.",ACE-A137
ASSEC-LA-LO-001,Asia,Southeast Asia,Lao,NAT-032 lo-Laoo-LA Lao,lao (source lo),Laos,written_text_candidate,lo-Laoo-LA,not_established_by_population_source,functional_literate_language_users_L1_or_later_language,derived_cldr_territory_functional_language_users,persons,,5487956,,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row lo-Laoo-LA; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='LA'] and languagePopulation[@type='lo'],false,false,false,exact_named_language_and_territory_match_to_NAT-032; Thai overlap unresolved,gross_upper_bound_pending_intervention_edges,true,false,ASSEC-LA-LO-FUNCTIONAL,standalone_secondary_estimate_replaces_ethnicity_proxy_only,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,release_year_only_component_vintage_unknown,"Derived from 7953560 times 69 percent = 5487956.4, rounded half up to a person. No input rounding rule or interval is published. Master ALG-LA-E001 is ethnicity only and is not used as language evidence.",ACE-A137
ASSEC-MN-MN-001,Asia,East Asia,Mongolian,NAT-050 mn-Cyrl-MN Mongolian,mon (source mn),Mongolia,written_text_candidate,mn-Cyrl-MN,not_established_by_population_source,functional_literate_language_users_L1_or_later_language,derived_cldr_territory_functional_language_users,persons,,3051962,,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row mn-Cyrl-MN; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MN'] and languagePopulation[@type='mn'],false,false,false,language_code_and_territory_match_to_NAT-050; source does not separate Mongolian varieties,gross_upper_bound_pending_intervention_edges,true,false,ASSEC-MN-MN-FUNCTIONAL,standalone_secondary_estimate_replaces_ethnicity_proxies_only,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,release_year_only_component_vintage_unknown,"Derived from 3281680 times 93 percent = 3051962.4, rounded half up. No input rounding rule or interval is published. The master Mongolia rows are ethnicity proxies and are not language counts.",ACE-A137
ASSEC-LK-SI-001,Asia,South Asia,Sinhala,NAT-027 si-Sinh-LK Sinhala,sin (source si),Sri Lanka,written_text_candidate,si-Sinh-LK,not_established_by_population_source,functional_literate_language_users_L1_or_later_language,derived_cldr_territory_functional_language_users,persons,,14948168,,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row si-Sinh-LK; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='LK'] and languagePopulation[@type='si'],false,false,false,exact_named_language_and_territory_match_to_NAT-027; population source does not establish orthography,gross_upper_bound_pending_intervention_edges,true,false,ASSEC-LK-SI-FUNCTIONAL,standalone_secondary_estimate_replaces_no_master_population_count,unmeasured,pending_central_coverage_join,known_nonexclusive_with_ASSEC-LK-TA-001,release_year_only_component_vintage_unknown,Derived from territory population 21982600 times 68 percent. No percentage rounding rule or confidence interval is published. CLDR totals can include L1 and later-language users and Sri Lanka language rows may overlap.,ACE-A137
