population_cell_id,region,subregion,language_name,variety_name,iso_639_3_or_other_id,territory,source_reported_script,source_reported_orthography,modality,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_year,source_id,source_locator,confidence,source_observation_transcribed_exactly,negative_control,producer_strict_reach_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,requires_intervention_edge,orthography_evidence_status,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,overlap_group_id,alternative_measure_role,hierarchy_parent_cell_id,overlap_source_id,c17_nonoverlap_low,c17_nonoverlap_base,c17_nonoverlap_high,corrected_written_population_low,corrected_written_population_base,corrected_written_population_high,common_year_status,overlap_notes,caveats,audit_notes
POP-ZW-002,Africa,Southern Africa,Northern Ndebele,ZIMSTAT source label Ndebele,nde,Zimbabwe,Latin,Zimbabwean Ndebele standard,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,1599324,1599324,1599324,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not merge with South African Ndebele without evidence.,Territory-specific census cell.,
POP-ZW-003,Africa,Southern Africa,English,ZIMSTAT mother-tongue category,eng,Zimbabwe,Latin,Zimbabwean English,written_text_candidate,negative_control,census_mother_tongue_persons,persons,43909,43909,43909,2022,PM-S011,"Table 2.17, printed p. 123",high,true,true,false,negative_control,context_only_negative_control,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Negative control; tiny mother-tongue count is not English knowledge or educational reach.,Must not be used to infer lack of English ability.,
POP-ZW-004,Africa,Southern Africa,Kalanga,ZIMSTAT source label Kalanga,kck,Zimbabwe,Latin,Kalanga Latin orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,52296,52296,52296,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Cross-border Botswana coverage not included.,Zimbabwe territory cell only.,
POP-ZW-005,Africa,Southern Africa,Nambya,ZIMSTAT source label Nambya,nmq,Zimbabwe,Latin,Nambya Latin orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,38302,38302,38302,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Bridge to related languages not assumed.,Exact census category.,
POP-ZW-006,Africa,Southern Africa,Ndau,ZIMSTAT source label Ndau,ndc,Zimbabwe,Latin,Ndau Latin orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,372607,372607,372607,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,"Shona overlap should be measured, not assumed.",Exact census category.,
POP-ZW-007,Africa,Southern Africa,Chibarwe,ZIMSTAT source label Chibarwe,und:Chibarwe,Zimbabwe,Latin,orthography unresolved in this table,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,3298,3298,3298,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No ISO or bridge coverage asserted.,Census category alone is insufficient for exact production specification.,
POP-ZW-008,Africa,Southern Africa,Shangani,ZIMSTAT source label Shangani,tso:ZW,Zimbabwe,Latin,Zimbabwe Shangani/Tsonga orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,115133,115133,115133,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Relation to Xitsonga requires territory-specific overlap evidence.,Source label Shangani retained.,
POP-ZW-009,Africa,Southern Africa,Chewa,ZIMSTAT source label Chewa,nya,Zimbabwe,Latin,Chewa/Chichewa Latin orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,35817,35817,35817,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Separate from Malawi tribe proxy cells.,Zimbabwe mother-tongue measure.,
POP-ZW-010,Africa,Southern Africa,Zimbabwe Sign Language,ZIMSTAT source label Sign Language,zib,Zimbabwe,Signed,Zimbabwe Sign Language,signed_video_or_interactive,signed_language_population,census_mother_tongue_persons,persons,1620,1620,1620,2022,PM-S011,"Table 2.17, printed p. 123",medium,true,false,true,generic_signed_source_label_unresolved,context_only_until_exact_signed_variety_is_proven,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Not comparable to sign-language ability counts.,Generic census label and mother-tongue measure likely undercount use.,The source label is generic and does not establish the exact signed-language target.
POP-ZW-011,Africa,Southern Africa,Sotho,ZIMSTAT source label Sotho,sot,Zimbabwe,Latin,Sesotho orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,39155,39155,39155,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Zimbabwe territory cell only.,Cross-border reach not included.,
POP-ZW-012,Africa,Southern Africa,Tonga,ZIMSTAT source label Tonga,toi,Zimbabwe,Latin,Zimbabwe Tonga orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,231159,231159,231159,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not confuse with Malawi Tonga or Pacific Tongan.,ISO mapping and territory made explicit.,
POP-ZW-013,Africa,Southern Africa,Tswana,ZIMSTAT source label Tswana,tsn,Zimbabwe,Latin,Setswana orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,2247,2247,2247,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Zimbabwe territory cell only.,Mother tongue count is not cross-border population.,
POP-ZW-014,Africa,Southern Africa,Venda,ZIMSTAT source label Venda,ven,Zimbabwe,Latin,Tshivenda orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,71647,71647,71647,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Zimbabwe territory cell only.,Cross-border South Africa population not included.,
POP-ZW-015,Africa,Southern Africa,Xhosa,ZIMSTAT source label Xhosa,xho,Zimbabwe,Latin,isiXhosa orthography,written_text_candidate,regional_language_population,census_mother_tongue_persons,persons,11304,11304,11304,2022,PM-S011,"Table 2.17, printed p. 123",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Zimbabwe territory cell only.,Not representative of total isiXhosa population.,
POP-MW-001,Africa,Southeast Africa,Chewa,Malawi census tribe Chewa proxy,proxy:nya,Malawi,Latin,Chichewa orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,6020945,6020945,6020945,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Proxy only; cannot enter strict language reach arithmetic.,Tribe is not language; replace with direct language-use data.,
POP-MW-002,Africa,Southeast Africa,Tumbuka,Malawi census tribe Tumbuka proxy,proxy:tum,Malawi,Latin,Chitumbuka orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,1614955,1614955,1614955,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Proxy only; cannot enter strict language reach arithmetic.,Tribe is not language.,
POP-MW-003,Africa,Southeast Africa,Lomwe,Malawi census tribe Lomwe proxy,proxy:ngl,Malawi,Latin,Malawi Lomwe orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,3302634,3302634,3302634,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Proxy only; cannot enter strict language reach arithmetic.,Tribe is not language.,
POP-MW-004,Africa,Southeast Africa,Tonga,Malawi census tribe Tonga proxy,proxy:tog,Malawi,Latin,Malawi Tonga orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,310031,310031,310031,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not confuse with Zimbabwe Tonga.,Tribe is not language.,
POP-MW-005,Africa,Southeast Africa,Yao,Malawi census tribe Yao proxy,proxy:yao,Malawi,Latin,Chiyao orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,2321763,2321763,2321763,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Proxy only; cannot enter strict language reach arithmetic.,Tribe is not language.,
POP-MW-006,Africa,Southeast Africa,Sena,Malawi census tribe Sena proxy,proxy:seh,Malawi,Latin,Cisena orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,670908,670908,670908,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Proxy only; cannot enter strict language reach arithmetic.,Tribe is not language.,
POP-MW-007,Africa,Southeast Africa,Nkhonde,Malawi census tribe Nkhonde proxy,proxy:und-Nkhonde,Malawi,Latin,language mapping unresolved,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,174430,174430,174430,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No ISO mapping asserted.,Tribe is not language.,
POP-MW-008,Africa,Southeast Africa,Ngoni,Malawi census tribe Ngoni proxy,proxy:ngo,Malawi,Latin,language shift varies by community,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,1819347,1819347,1819347,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Ethnic Ngoni identity does not determine current language.,Tribe is not language; especially unsafe as language proxy.,
POP-MW-009,Africa,Southeast Africa,Lambya,Malawi census tribe Lambya proxy,proxy:lai,Malawi,Latin,Chilambya orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,106769,106769,106769,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Proxy only; cannot enter strict language reach arithmetic.,Tribe is not language.,
POP-MW-010,Africa,Southeast Africa,Sukwa,Malawi census tribe Sukwa proxy,proxy:und-Sukwa,Malawi,Latin,language mapping unresolved,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,93762,93762,93762,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No ISO mapping asserted.,Tribe is not language.,
POP-MW-011,Africa,Southeast Africa,Mang'anja,Malawi census tribe Mang'anja proxy,proxy:und-Manganja,Malawi,Latin,closely associated with Nyanja/Chewa but not collapsed,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,559887,559887,559887,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not collapse into Chichewa without direct language-use evidence.,Tribe is not language.,
POP-MW-012,Africa,Southeast Africa,Nyanja,Malawi census tribe Nyanja proxy,proxy:nya,Malawi,Latin,Chinyanja orthography,written_text_candidate,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,324272,324272,324272,2018,PM-S012,"Table 3.5, printed p. 20",low,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Proxy only; cannot enter strict language reach arithmetic.,Tribe is not language.,
POP-MU-001,Africa,Indian Ocean,Bangla,Statistics Mauritius source label Bangla,ben,Mauritius,Bengali,Bangla Bengali script,written_text_candidate,diaspora_home_language,language_usually_spoken_at_home_persons,persons,14483,14483,14483,2022,PM-S013,"Table D9, printed p. 165",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Diaspora territory cell.,"Home language, not total Bangla knowledge.",
POP-MU-002,Africa,Indian Ocean,Bhojpuri,Mauritian Bhojpuri,bho:MU,Mauritius,Devanagari; Latin,Mauritian Bhojpuri standards,written_text_candidate,regional_home_language,language_usually_spoken_at_home_persons,persons,106583,106583,106583,2022,PM-S013,"Table D9, printed p. 165",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Do not merge with South Asian Bhojpuri without territory-aware evidence.,Distinct sociolinguistic and orthographic setting.,
POP-MU-003,Africa,Indian Ocean,Chinese languages,Statistics Mauritius aggregate,zho:aggregate,Mauritius,Chinese scripts,unresolved Chinese-language aggregate,written_text_candidate,diaspora_language_umbrella,language_usually_spoken_at_home_persons,persons,997,997,997,2022,PM-S013,"Table D9, printed p. 165",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No single Chinese edition target inferred.,Source aggregates Chinese languages.,
POP-MU-004,Africa,Indian Ocean,Mauritian Creole,Statistics Mauritius source label Creole,mfe,Mauritius,Latin,standard Mauritian Creole orthography,written_text_candidate,creole_home_language,language_usually_spoken_at_home_persons,persons,1045558,1045558,1045558,2022,PM-S013,"Table D9, printed p. 165",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,"French overlap must be empirically evaluated, not assumed.",Home-language count.,
POP-MU-005,Africa,Indian Ocean,English,Statistics Mauritius source label English,eng,Mauritius,Latin,Mauritian English,written_text_candidate,negative_control,language_usually_spoken_at_home_persons,persons,10616,10616,10616,2022,PM-S013,"Table D9, printed p. 165",high,true,true,false,negative_control,context_only_negative_control,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Negative control only.,Small home-use count is not English knowledge.,
POP-MU-006,Africa,Indian Ocean,French,Statistics Mauritius source label French,fra,Mauritius,Latin,Mauritian French,written_text_candidate,negative_control,language_usually_spoken_at_home_persons,persons,30039,30039,30039,2022,PM-S013,"Table D9, printed p. 165",high,true,true,false,negative_control,context_only_negative_control,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Negative control only.,Home use is not total French comprehension.,
POP-MU-007,Africa,Indian Ocean,Hindi,Statistics Mauritius source label Hindi,hin,Mauritius,Devanagari,standard Hindi Devanagari,written_text_candidate,diaspora_home_language,language_usually_spoken_at_home_persons,persons,16730,16730,16730,2022,PM-S013,"Table D9, printed p. 165",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Diaspora territory cell.,"Home language, not learned-language population.",
POP-MU-008,Africa,Indian Ocean,Marathi,Statistics Mauritius source label Marathi,mar,Mauritius,Devanagari,standard Marathi Devanagari,written_text_candidate,diaspora_home_language,language_usually_spoken_at_home_persons,persons,364,364,364,2022,PM-S013,"Table D9, printed p. 165",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Diaspora territory cell.,Home language only.,
POP-MU-009,Africa,Indian Ocean,Tamil,Statistics Mauritius source label Tamil,tam,Mauritius,Tamil,Mauritian Tamil educational standard,written_text_candidate,diaspora_home_language,language_usually_spoken_at_home_persons,persons,1035,1035,1035,2022,PM-S013,"Table D9, printed p. 165",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Diaspora territory cell.,Home language only.,
POP-MU-010,Africa,Indian Ocean,Telugu,Statistics Mauritius source label Telugu,tel,Mauritius,Telugu,standard Telugu script,written_text_candidate,diaspora_home_language,language_usually_spoken_at_home_persons,persons,362,362,362,2022,PM-S013,"Table D9, printed p. 165",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Diaspora territory cell.,Home language only.,
POP-MU-011,Africa,Indian Ocean,Urdu,Statistics Mauritius source label Urdu,urd,Mauritius,Perso-Arabic,Nastaliq Urdu,written_text_candidate,diaspora_home_language,language_usually_spoken_at_home_persons,persons,413,413,413,2022,PM-S013,"Table D9, printed p. 165",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Diaspora territory cell.,Home language only.,
POP-NZ-001,Oceania,Polynesia,English,Stats NZ Total New Zealand population comparator,eng,New Zealand,Latin,New Zealand English,written_text_candidate,negative_control,census_languages_spoken_multiple_response_persons,persons,4750054,4750056,4750058,2023,PM-S014,"Total New Zealand population, 2023 column",high,true,true,false,negative_control,context_only_negative_control,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Negative control; range allows base-3 fixed random rounding.,"Multiple-response language knowledge, not L1; published base is confidentiality-rounded.",
POP-NZ-002,Oceania,Polynesia,Maori,Stats NZ source label Māori,mri,New Zealand,Latin,standard te reo Māori orthography,written_text_candidate,Indigenous_language_population,census_languages_spoken_multiple_response_persons,persons,213847,213849,213851,2023,PM-S014,"Total New Zealand population, 2023 column",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Multiple-response measure.,Range allows fixed random rounding; not L1 or home-use count.,
POP-NZ-003,Oceania,Polynesia,Samoan,Stats NZ source label Samoan,smo,New Zealand,Latin,Gagana Samoa orthography,written_text_candidate,Pacific_diaspora_language_population,census_languages_spoken_multiple_response_persons,persons,110539,110541,110543,2023,PM-S014,"Total New Zealand population, 2023 column",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,New Zealand territory cell only.,Range allows fixed random rounding; multiple responses.,
POP-NZ-004,Oceania,Polynesia,Northern Chinese,Stats NZ source category Northern Chinese,cmn:StatsNZ,New Zealand,Han,census category not an exact production variety,written_text_candidate,diaspora_language_umbrella,census_languages_spoken_multiple_response_persons,persons,107410,107412,107414,2023,PM-S014,"Total New Zealand population, 2023 column",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No single Mandarin/Chinese edition target inferred from category name.,Range allows fixed random rounding; multiple responses.,
POP-NZ-005,Oceania,Polynesia,Hindi,Stats NZ source label Hindi,hin,New Zealand,Devanagari,standard Hindi Devanagari,written_text_candidate,diaspora_language_population,census_languages_spoken_multiple_response_persons,persons,77983,77985,77987,2023,PM-S014,"Total New Zealand population, 2023 column",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,New Zealand diaspora cell.,Range allows fixed random rounding; multiple responses.,
POP-NZ-006,Oceania,Polynesia,New Zealand Sign Language,Stats NZ source label New Zealand Sign Language,nzs,New Zealand,Signed,New Zealand Sign Language,signed_video_or_interactive,signed_language_population,census_languages_spoken_multiple_response_persons,persons,24676,24678,24680,2023,PM-S014,"Total New Zealand population, 2023 column",high,true,false,true,named_signed_language_modality_observation,signed_video_or_interactive_upper_bound_pending_modality_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,"Ability/knowledge measure, not main language.",Range allows fixed random rounding; multiple responses.,This observation cannot be assigned to an ordinary written or PDF edition.
POP-EU-001,Europe,Northern Europe,Welsh,Census 2021 ability to speak Welsh,cym,Wales,Latin,standard Welsh orthography,written_text_candidate,minoritized_language_ability,self_reported_ability_to_speak_age3plus_persons,persons,538250,538300,538349,2021,PM-S015,"Ability to speak Welsh, main points",high,true,false,true,oral_or_speaking_ability_observation,context_or_written_ceiling_pending_literacy_evidence,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,ALT-GB-WELSH-2021,speaking_ability_context,,,,,,,,,source_year_observation_no_projection,"Ability measure, not daily use or L1.",Published estimate rounded to nearest hundred; pandemic context and proxy reporting noted by source.,Speaking or comprehension ability is not a directly evidenced written-edition audience. Exact reading-and-writing count must be joined before written-edition scoring.
POP-EU-002,Europe,Northern Europe,Irish,Census 2022 ability to speak Irish,gle,Ireland,Latin,standard Irish orthography,written_text_candidate,minoritized_language_ability,self_reported_ability_to_speak_age3plus_persons,persons,1873997,1873997,1873997,2022,PM-S016,Table 6.2 and release text,high,true,false,true,oral_or_speaking_ability_observation,context_or_written_ceiling_pending_literacy_evidence,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,ALT-IE-IRISH-2022,self_reported_ability_parent_context,,,,,,,,,source_year_observation_no_projection,Same population universe as frequency cell POP-EU-003; do not sum.,Ability includes respondents who report never speaking Irish.,Speaking or comprehension ability is not a directly evidenced written-edition audience. Nested with daily-use measures; never sum. Written literacy remains unknown.
POP-EU-003,Europe,Northern Europe,Irish,Daily Irish outside education,gle,Ireland,Latin,standard Irish orthography,written_text_candidate,minoritized_language_daily_use,self_reported_daily_use_outside_education_persons,persons,71968,71968,71968,2022,PM-S016,Figure 6.4 and release text,high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,ALT-IE-IRISH-2022,daily_use_outside_education_subset,,,,,,,,,source_year_observation_no_projection,Subset/measure companion to POP-EU-002; do not sum.,Daily outside-education use is a stricter functional-use measure than ability.,"Subset of 623,961 official daily users in or outside education; never sum with ability."
POP-EU-004,Europe,Southern Europe,Basque,Eustat Basque speakers,eus,"Basque Autonomous Community, Spain",Latin,Euskara Batua and territorial varieties,written_text_candidate,minoritized_language_ability,understands_and_speaks_well_age2plus_persons,persons,936812,936812,936812,2021,PM-S017,"Basque Country total, Basque speakers",high,true,false,true,oral_or_speaking_ability_observation,context_or_written_ceiling_pending_literacy_evidence,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,known_overlap_group_requires_deduplication,ALT-ES-BASQUE-LITERACY-2021,all_speakers_parent_context,,,,,,798564,798564,798564,source_year_observation_no_projection,Territory excludes Navarre and France.,"Knowledge measure, not L1 or home use.","Speaking or comprehension ability is not a directly evidenced written-edition audience. Same source reports 798,564 alphabetised, 84,400 partially literate, and 53,848 non-literate."
