portfolio_exposure_position,intervention_id,intervention_name,target_profile,territory,population_observation_id,population_measure_class,source_population_measure,learner_or_age_stratum,source_year,population_low,population_base,population_high,content_deficit_D_ex_ante,target_identity_C_conditional_on_standard_literacy,target_readable_N_low,target_readable_N_base_sensitivity,target_readable_N_high,practical_access_P_low,practical_access_P_base,practical_access_P_high,practical_access_evidence_status,academic_nonoverlap_U_low,academic_nonoverlap_U_base,academic_nonoverlap_U_high,academic_nonoverlap_evidence_status,factor_evidence_class,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,base_midpoint_sensitivity_per_million_tokens,base_midpoint_sensitivity_rank_low,base_midpoint_sensitivity_rank_high,conservative_score_per_million_tokens,conservative_rank_low,conservative_rank_high,optimistic_sensitivity_per_million_tokens,optimistic_sensitivity_rank_low,optimistic_sensitivity_rank_high,bibliographic_scarcity_proxy_per_million_tokens,bibliographic_scarcity_proxy_rank_low,bibliographic_scarcity_proxy_rank_high,direct_evidence_rank_status,interpretation
112,OBS-GRG-AU-001,Australian Kriol practical written standard,rop-Latn-AU,Australia,GRG-AU-001,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,7478,7478,7478,1.000000,1.000000,0,3739,7478,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1870,7478,459.116,110,110,0.000,1,137,8192.941,112,112,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
113,OBS-GRG-US-009,Third Mesa Hopi edition using the Hopi Dictionary Project / Learn Hopi orthography,hop-Latn-US,United States,GRG-US-009,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,6344,7105,7866,1.000000,1.000000,0,3552,7866,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1776,7866,436.037,112,112,0.000,1,137,8618.036,111,111,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
114,OBS-GRG-US-010,Tohono O'odham in official Alvarez-Hale orthography,ood-Latn-US,United States,GRG-US-010,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,5672,6343,7014,1.000000,1.000000,0,3172,7014,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1586,7014,389.389,113,113,0.000,1,137,7684.579,114,114,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
115,OBS-GRG-US-024,Standard Fijian / Vosa Vakaviti school register,fj-Latn-FJ,United States,GRG-US-024,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,5194,6229,7264,1.000000,1.000000,0,3114,7264,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1557,7264,382.269,114,114,0.000,1,137,7958.481,113,113,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
116,OBS-GRG-US-011,North Slope / North Alaskan Inupiatun edition using the accepted UAF/ANLA orthography and definitive North Slope lexicon,esi-Latn-US,United States,GRG-US-011,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,5302,5819,6336,1.000000,1.000000,0,2910,6336,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1455,6336,357.226,115,115,0.000,1,137,6941.759,115,115,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
117,OBS-GRG-US-031,Mam in ALMG normative orthography,mam-Latn-GT,United States,GRG-US-031,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,3947,5062,6177,1.000000,1.000000,0,2531,6177,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1266,6177,310.824,117,117,0.000,1,137,6767.557,116,116,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
118,OBS-GRG-US-013,Odawa edition using the Nishnaabemwin Odawa and Eastern Ojibwe dictionary's documented Double-Vowel profile,otw-Latn-US,United States,GRG-US-013,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,4099,4888,5677,1.000000,1.000000,0,2444,5677,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1222,5677,300.021,118,118,0.000,1,137,6219.754,117,117,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
119,OBS-GRG-US-020,Palauan national school-literacy register,pau-Latn-PW,United States,GRG-US-020,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,4023,4670,5317,1.000000,1.000000,0,2335,5317,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1168,5317,286.763,119,119,0.000,1,137,5825.336,119,119,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
120,OBS-GRG-AU-002,Djambarrpuyŋu written educational profile,djr-Latn-AU,Australia,GRG-AU-002,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,3870,3870,3870,1.000000,1.000000,0,1935,3870,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,968,3870,237.660,120,120,0.000,1,137,4239.995,123,123,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
121,OBS-GRG-US-032,K'iche' in ALMG normative orthography,quc-Latn-GT,United States,GRG-US-032,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,2944,3787,4630,1.000000,1.000000,0,1894,4630,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,947,4630,232.504,121,121,0.000,1,137,5072.655,120,120,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
122,OBS-GRG-US-014,Apsáalooke community curriculum profile,cro-Latn-US,United States,GRG-US-014,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,3194,3650,4106,1.000000,1.000000,0,1825,4106,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,912,4106,223.911,122,122,0.000,1,137,4498.558,121,121,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
123,OBS-GRG-US-006,Two-output Choctaw bundle: Choctaw Nation of Oklahoma instructional alphabet plus Mississippi Band modern Byington-variant alphabet,cho-Latn-US|cho-Latn-US,United States,GRG-US-006,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,6523,7260,7997,1.000000,1.000000,0,3630,7997,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,1815,7997,222.806,123,123,0.000,1,137,4380.780,122,122,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
124,OBS-GRG-AU-006,Pitjantjatjara Aṉangu school profile,pjt-Latn-AU,Australia,GRG-AU-006,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,3458,3458,3458,1.000000,1.000000,0,1729,3458,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,864,3458,212.126,124,124,0.000,1,137,3788.605,125,125,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
125,OBS-GRG-US-035,Honduras SECAPPH Garifuna educational edition using its published Garifuna alphabet,cab-Latn-HN,United States,GRG-US-035,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,2422,3080,3738,1.000000,1.000000,0,1540,3738,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,770,3738,189.048,125,125,0.000,1,137,4095.375,124,124,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
126,OBS-GRG-AU-003,Warlpiri practical school orthography,wbp-Latn-AU,Australia,GRG-AU-003,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,2624,2624,2624,1.000000,1.000000,0,1312,2624,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,656,2624,161.059,126,126,0.000,1,137,2874.870,129,129,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
127,OBS-GRG-US-015,Sisseton-Wahpeton / Eastern Dakota edition in the tribal-college documented University of Minnesota orthography,dak-Latn-US,United States,GRG-US-015,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,2222,2611,3000,1.000000,1.000000,0,1306,3000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,653,3000,160.322,127,127,0.000,1,137,3286.818,126,126,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
128,OBS-GRG-US-033,Q'anjob'al in ALMG normative orthography,kjb-Latn-GT,United States,GRG-US-033,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,1532,2253,2974,1.000000,1.000000,0,1126,2974,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,563,2974,138.226,128,128,0.000,1,137,3258.332,127,127,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
129,OBS-GRG-US-022,Kosrae State standard Kosraean,kos-Latn-FM,United States,GRG-US-022,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,1390,2051,2712,1.000000,1.000000,0,1026,2712,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,513,2712,125.950,130,130,0.000,1,137,2971.283,128,128,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
130,OBS-GRG-AU-004,Murrinh-Patha community dictionary/school profile,mwf-Latn-AU,Australia,GRG-AU-004,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,2081,2081,2081,1.000000,1.000000,0,1040,2081,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,520,2081,127.668,129,129,0.000,1,137,2279.956,131,131,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
131,OBS-GRG-US-034,Maayat'aan (Yucatec Maya) in INALI writing standard,yua-Latn-MX,United States,GRG-US-034,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,1155,1708,2261,1.000000,1.000000,0,854,2261,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,427,2261,104.835,132,132,0.000,1,137,2477.165,130,130,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
132,OBS-GRG-AU-005,Alyawarr community educational profile,aly-Latn-AU,Australia,GRG-AU-005,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,1951,1951,1951,1.000000,1.000000,0,976,1951,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,488,1951,119.812,131,131,0.000,1,137,2137.527,132,132,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
133,OBS-GRG-US-028,Two-output bundle: Aruba official Papiamento spelling plus Curaçao/Bonaire official Papiamentu phonological spelling,pap-Latn-AW|pap-Latn-CW|pap-Latn-BQ,United States,GRG-US-028,home_or_usual_language_use,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_sample_estimate,2017-2021,950,1422,1894,1.000000,1.000000,0,711,1894,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,356,1894,43.702,133,133,0.000,1,137,1037.539,133,133,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
134,OBS-GRG-AU-007,Gurindji community dictionary profile,gue-Latn-AU,Australia,GRG-AU-007,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,623,623,623,1.000000,1.000000,0,312,623,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,156,623,38.301,134,134,0.000,1,137,682.562,134,134,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
135,OBS-GRG-AU-010,Warumungu community educational profile,wrm-Latn-AU,Australia,GRG-AU-010,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,424,424,424,1.000000,1.000000,0,212,424,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,106,424,26.025,135,135,0.000,1,137,464.537,135,135,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
136,OBS-GRG-AU-008,Ngarinyman community educational profile,nbj-Latn-AU,Australia,GRG-AU-008,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,313,313,313,1.000000,1.000000,0,156,313,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,78,313,19.150,136,136,0.000,1,137,342.925,136,136,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
137,OBS-GRG-AU-009,Wubuy (source label Nunggubuyu) community profile,nuy-Latn-AU,Australia,GRG-AU-009,home_or_usual_language_use,census_language_used_at_home_persons,direct_language_census_count,2021,283,283,283,1.000000,1.000000,0,142,283,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,contains_ignorance_midpoint,0,71,283,17.432,137,137,0.000,1,137,310.056,137,137,,38,137,not_directly_rankable_contains_proxy_or_ignorance_midpoint,"Base and optimistic values are factor-model sensitivities. Neutral 0.5 values are ignorance midpoints, not empirical estimates; cross-measure population comparisons remain descriptive."
