portfolio_position,top100,intervention_id,intervention_name,target_profiles,territory_or_scope,portfolio_lane,region,subregion,observation_id,observation_language_label,observation_edition_profile,observation_territory,modality,script_or_profile,learner_stratum,population_measure,count_unit,population_low,population_base,population_high,source_reported_low,source_reported_high,population_interval_status,reference_date_or_year,source_id,source_locator,source_observation_transcribed_exactly,source_title,source_authority,source_type,source_tier,source_confidence,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,source_limitations,local_witness_sha256,target_mapping_status,overlap_group_id,alternative_measure_role,existing_edition_overlap_status,access_factor_status,evidence_caveat,observation_caveats,aggregation_rule
11,true,NAT-029,Thai,th-Thai-TH,Thailand,high_reach_underserved,Asia,Southeast Asia,TH-2010-003,Thai usable home-language union,Thai-language edition readership ceiling,Thailand,written_text_candidate,Thai,usual_home_language_population,derived_union_of_mutually_exclusive_census_strata_persons,persons,64080191,64080191,64080191,64080191,64080191,source_interval_or_exact_bounds,2010-09-01,TH-S001,"Derived from Table 7, PDF p. 98: 59,866,190 only Thai + 4,214,001 Thai and other languages",true,The 2010 Population and Housing Census (Whole Kingdom),National Statistical Office Thailand,official national census report,1,high,0,29188527,64080191,"The table mixes mutually exclusive Thai-only/Thai-plus-other/other-only strata with named other-language categories that can overlap the Thai-plus-other stratum. English labels contain several typographic or country-name substitutions. Counts are 2010 observations, not current projections; the report warns that independently rounded totals may differ slightly.",9A3A58232A25398D0FAAA8812A075D3019C34F99237227FD1BFE2D316F7BAAD8,derived_exact_thai_usable_union,THAI-UNION,source_or_derived_set_observation,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.","Use this union for a Thai edition; never add TH-2010-001 or TH-2010-002. Exact arithmetic union of two published mutually exclusive categories, not a mother-tongue count or present-day projection.",Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
12,true,NAT-010,Odia,or-Orya-IN,India,high_reach_underserved,Asia,South Asia,POP-IN-COMP-015,Odia,C-16 same-name mother-tongue component: Odia; edition orthography separately evidenced,India,written_text_candidate,Odia,same_name_mother_tongue_component_population,census_same_name_mother_tongue_component_persons,persons,34059266,34059266,34059266,34059266,34059266,source_interval_or_exact_bounds,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",true,"C-16 Population by Mother Tongue, Statement 1: Abstract of Speakers' Strength of Languages and Mother Tongues, Census of India 2011","Office of the Registrar General & Census Commissioner, India",official census table,1,high,0,23106806,32260563,"Census language categories can aggregate distinct mother tongues; Hindi parent total overlaps its listed child categories and must not be summed with them. Counts are 2011 observations, not current estimates.",2AAC967E452FC6AF7768A1266E8F88BBD031B61C62383EBDA6B16C8E633B40F3,same_name_mother_tongue_component_preferred_for_standard_edition,ALT-POP-IN-015-CATEGORY-COMPONENT,same_name_component_preferred_over_parent_aggregate,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Component of the broader Odia census-language category; C-17 overlap remains a category-level proxy. Component is 90.773092% of the printed parent category. Never sum parent and component.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
13,true,NAT-008,Kannada,kn-Knda-IN,India,high_reach_underserved,Asia,South Asia,POP-IN-COMP-007,Kannada,C-16 same-name mother-tongue component: Kannada; edition orthography separately evidenced,India,written_text_candidate,Kannada,same_name_mother_tongue_component_population,census_same_name_mother_tongue_component_persons,persons,43506272,43506272,43506272,43506272,43506272,source_interval_or_exact_bounds,2011,PM-S001,"Statement 1, printed p. 6; Statement 1 same-name mother-tongue component",true,"C-16 Population by Mother Tongue, Statement 1: Abstract of Speakers' Strength of Languages and Mother Tongues, Census of India 2011","Office of the Registrar General & Census Commissioner, India",official census table,1,high,0,31535081,42241972,"Census language categories can aggregate distinct mother tongues; Hindi parent total overlaps its listed child categories and must not be summed with them. Counts are 2011 observations, not current estimates.",2AAC967E452FC6AF7768A1266E8F88BBD031B61C62383EBDA6B16C8E633B40F3,same_name_mother_tongue_component_preferred_for_standard_edition,ALT-POP-IN-007-CATEGORY-COMPONENT,same_name_component_preferred_over_parent_aggregate,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Component of the broader Kannada census-language category; C-17 overlap remains a category-level proxy. Component is 99.541853% of the printed parent category. Never sum parent and component.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
14,true,NAT-013,Indian Urdu,ur-Arab-IN,India,high_reach_underserved,Asia,South Asia,POP-IN-COMP-022,Urdu,C-16 same-name mother-tongue component: Urdu; edition orthography separately evidenced,India,written_text_candidate,Perso-Arabic,same_name_mother_tongue_component_population,census_same_name_mother_tongue_component_persons,persons,50725762,50725762,50725762,50725762,50725762,source_interval_or_exact_bounds,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",true,"C-16 Population by Mother Tongue, Statement 1: Abstract of Speakers' Strength of Languages and Mother Tongues, Census of India 2011","Office of the Registrar General & Census Commissioner, India",official census table,1,high,0,30600888,46095589,"Census language categories can aggregate distinct mother tongues; Hindi parent total overlaps its listed child categories and must not be summed with them. Counts are 2011 observations, not current estimates.",2AAC967E452FC6AF7768A1266E8F88BBD031B61C62383EBDA6B16C8E633B40F3,same_name_mother_tongue_component_preferred_for_standard_edition,ALT-POP-IN-022-CATEGORY-COMPONENT,same_name_component_preferred_over_parent_aggregate,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Component of the broader Urdu census-language category; India and Pakistan populations remain territory-distinct. Component is 99.907688% of the printed parent category. Never sum parent and component.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
15,true,NAT-030,Burmese,my-Mymr-MM,Myanmar,high_reach_underserved,Asia,Southeast Asia,ASSEC-MM-MY-001,Burmese,NAT-030 my-Mymr-MM Burmese,Myanmar,written_text_candidate,my-Mymr-MM,functional_literate_language_users_L1_or_later_language,derived_cldr_territory_functional_language_users,persons,0,36817344,36817344,,,source_point_without_interval_model_low_zero_high_point,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row my-Mymr-MM; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MM'] and languagePopulation[@type='my'],false,Transparent CLDR 48.2 target person-count derivations and exclusion audit,Arithmetic derivation from ASSEC-S001 through ASSEC-S005,transparent secondary derivation witness,2,medium,0,17217151,36817344,"Derived point counts inherit CLDR's unspecified component vintages and uncertainty. Integer percentage rounding rules are not published, so observation low/high fields remain blank. Not direct census evidence.",c953259bcd31245ced999d553c6289e48bbb7bb727f9411dbb95af340466aae5,exact_national_language_and_territory_core_of_NAT-030; displaced cohorts excluded,ASSEC-MM-MY-FUNCTIONAL,standalone_secondary_estimate_replaces_no_master_population_count,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.","Derived from territory population 57527100 times 64 percent. No percentage rounding rule or interval is published. Master ALG-MM-L006 is a sample-case category labelled Myanmar, not a population estimate. This row excludes displaced cohorts in NAT-030.",Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
16,true,NAT-009,Malayalam,ml-Mlym-IN,India,high_reach_underserved,Asia,South Asia,POP-IN-COMP-011,Malayalam,C-16 same-name mother-tongue component: Malayalam; edition orthography separately evidenced,India,written_text_candidate,Malayalam,same_name_mother_tongue_component_population,census_same_name_mother_tongue_component_persons,persons,34776533,34776533,34776533,34776533,34776533,source_interval_or_exact_bounds,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",true,"C-16 Population by Mother Tongue, Statement 1: Abstract of Speakers' Strength of Languages and Mother Tongues, Census of India 2011","Office of the Registrar General & Census Commissioner, India",official census table,1,high,0,23946869,33120829,"Census language categories can aggregate distinct mother tongues; Hindi parent total overlaps its listed child categories and must not be summed with them. Counts are 2011 observations, not current estimates.",2AAC967E452FC6AF7768A1266E8F88BBD031B61C62383EBDA6B16C8E633B40F3,same_name_mother_tongue_component_preferred_for_standard_edition,ALT-POP-IN-011-CATEGORY-COMPONENT,same_name_component_preferred_over_parent_aggregate,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Component of the broader Malayalam census-language category; C-17 overlap remains a category-level proxy. Component is 99.821217% of the printed parent category. Never sum parent and component.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
17,true,EXP-003,Uzbekistan Uzbek Latin-script edition,uz-Latn-UZ,Uzbekistan,high_reach_underserved,Asia,Central Asia,ALG-UZ-L001,Uzbek,preliminary national mother-tongue category; published rounded,Uzbekistan,written_text_candidate,,direct_language_population,preliminary_census_mother_tongue_persons_rounded,persons,35650000,35700000,35749999,35650000,35749999,source_interval_or_exact_bounds,2026,ALG-S018,Preliminary-results paragraph published 2026-06-30,true,Проведена конференция посвящённая предварительным результатам переписи населения и сельского хозяйства,National Statistics Committee of the Republic of Uzbekistan,official preliminary national census release,1,high,0,17850000,35749999,"Preliminary release. The mother-tongue count is rounded to 0.1 million; its separately published 91.3 percent does not arithmetically reproduce 35.7 million against the exact preliminary population total, so the percentage is not used to narrow the count range. Post-enumeration coverage was reported as 97.3 percent.",407366E390DE51D15021FD8C2CF5437A003566B6D90023999D485554D8FE62AF,source_named_label_pending_edition_profile_evidence,UZ-MT-2026,direct_language_population_pending_exact_target_mapping,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.","Published 35.7 million converted to persons; low/high are the conventional nearest-0.1-million rounding interval Only the Uzbek mother-tongue category was published in this preliminary release Preliminary census result; post-enumeration coverage was 97.3 percent. The separately stated 91.3 percent does not reconcile exactly with 35.7 million against the exact preliminary census total, so it is not used to narrow the interval.",Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
18,true,NAT-014,Eastern Punjabi,pa-Guru-IN,India,high_reach_underserved,Asia,South Asia,POP-IN-COMP-016,Punjabi,C-16 same-name mother-tongue component: Punjabi; edition orthography separately evidenced,India,written_text_candidate,Gurmukhi,same_name_mother_tongue_component_population,census_same_name_mother_tongue_component_persons,persons,31144095,31144095,31144095,31144095,31144095,source_interval_or_exact_bounds,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",true,"C-16 Population by Mother Tongue, Statement 1: Abstract of Speakers' Strength of Languages and Mother Tongues, Census of India 2011","Office of the Registrar General & Census Commissioner, India",official census table,1,high,0,17886376,27839884,"Census language categories can aggregate distinct mother tongues; Hindi parent total overlaps its listed child categories and must not be summed with them. Counts are 2011 observations, not current estimates.",2AAC967E452FC6AF7768A1266E8F88BBD031B61C62383EBDA6B16C8E633B40F3,same_name_mother_tongue_component_preferred_for_standard_edition,ALT-POP-IN-016-CATEGORY-COMPONENT,same_name_component_preferred_over_parent_aggregate,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;India_C17_category_proxy_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",India-specific component; Gurmukhi edition fit requires separate orthography evidence. Component is 94.020687% of the printed parent category. Never sum parent and component.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
19,true,NAT-039,Sundanese,su-Latn-ID,Indonesia,high_reach_underserved,Asia,Southeast Asia,POP-ID-003,Sundanese,BPS source label Sunda,Indonesia,written_text_candidate,Latin,large_regional_home_language,daily_language_at_home_age5plus_persons,persons,32412752,32412752,32412752,32412752,32412752,source_interval_or_exact_bounds,2010,PM-S005,"Table L4.1, printed p. 47",true,"Kewarganegaraan, Suku Bangsa, Agama, dan Bahasa Sehari-hari Penduduk Indonesia: Hasil Sensus Penduduk 2010",BPS-Statistics Indonesia,official census publication,1,high,0,15558121,32412752,"Home-use counts are not L1 totals. Several rows are broad language groups, including Batak and regional clusters; only individually named cells are retained here.",,source_named_language_observation,,standalone_observation,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Variety/register choice remains.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
20,true,NAT-018,Sindhi,sd-Arab-PK,Pakistan,high_reach_underserved,Asia,South Asia,POP-PK-003,Sindhi,Pakistan 2023 Sindhi category,Pakistan,written_text_candidate,Perso-Arabic,regional_language_population,census_mother_tongue_persons,persons,34401564,34401564,34401564,34401564,34401564,source_interval_or_exact_bounds,2023,PM-S003,"Table 11, national row",true,"Table 11: Population by Mother Tongue, Sex and Rural/Urban, Census 2023",Pakistan Bureau of Statistics,official census table,1,high,0,10124380,34401564,"Several labels are census aggregates (for example Pushto, Balochi, Kohistani); they are not automatically single edition targets.",B74C5E37D943B28F625467FF3AF2AFD73F1EF79573169C9DDD026A2994D5C6F4,source_named_language_observation,,standalone_observation,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Census category does not encode script proficiency.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
21,true,NAT-065,Amharic,am-Ethi-ET,Ethiopia,high_reach_underserved,Africa,Horn of Africa,POP-ET-002,Amharic,Ethiopia 2007 source label Amarigna,Ethiopia,written_text_candidate,Ethiopic,large_national_mother_tongue,census_mother_tongue_persons,persons,21634396,21634396,21634396,21634396,21634396,source_interval_or_exact_bounds,2007,PM-S020,"Table 3.2, printed pp. 91-93",true,Population and Housing Census 2007: National Statistical Report,Central Statistical Agency of Ethiopia (now Ethiopian Statistical Service),official census statistical report,1,high,0,6540078,21634396,"The observation is old but remains the latest Ethiopian national census. Several census labels, especially Guragiegna, aggregate distinct languages; counts are not current projections.",E21590781EC9843018369A590EAADE3B9407AE87E492B2A52451675E69FF396F,source_named_language_observation,,standalone_observation,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Old census observation; not projected to the present.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
22,true,NAT-034,Cebuano,ceb-Latn-PH,Philippines,high_reach_underserved,Asia,Southeast Asia,ASSEC-PH-CEB-001,Cebuano,NAT-034 ceb-Latn-PH Cebuano,Philippines,written_text_candidate,ceb-Latn-PH,national_main_language_population,CLEAR_normalized_main_language_weighted_persons_from_IPUMS_2010_census_extract,persons,0,20697364,20697364,,,source_point_without_interval_model_low_zero_high_point,2010-12-31,ASSEC-S008,clear_ludp_phl_national_2010.json JSON $.data[?(@.language_name=='Cebuano')].individuals_value_weighted; dataset Philippines Census 2010 (IPUMS extract),true,CLEAR Global Language Use Data Platform Philippines national API snapshot,CLEAR Global; underlying source IPUMS International Philippines Census 2010 extract,curated authoritative secondary API from weighted census microdata,2,high,0,10190347,20697364,"Exact API point values are weighted estimates, not exact headcounts; no variance or confidence interval is exposed. The platform normalizes the metric as main language. API content is mutable, so the local byte witness is controlling.",b51008415bc8f36f8fd664c5d00a64f2dd0365f3e963fd3930aaa2540452cfb8,exact_Cebuano_and_Philippines_match_to_NAT-034; API Glottocode cebu1242 crosschecked to hid ceb,ASSEC-PH-CEB-MAINLANG-2010,person_estimate_alternative_to_POP-PH-005_household_count_never_convert_or_sum,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.","The API exposes an exact weighted point value and reliability score 0.883 but no sampling or weighting interval, so low/high are blank. CLEAR defines its current metric as main language. Master POP-PH-005 is a 2020 household count, a different unit and measure; never convert or sum them.",Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
23,true,NAT-058,Dari,prs-Arab-AF,Afghanistan,high_reach_underserved,Asia,South Asia,ASSEC-AF-PRS-001,Dari,NAT-058 prs-Arab-AF Dari,Afghanistan,written_text_candidate,prs-Arab-AF,total_language_speakers_L1_plus_L2_nonexclusive,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,persons,0,30083114,30083114,,,source_point_without_interval_model_low_zero_high_point,2020 estimate; republished in official report 2023,ASSEC-S018,afghanistan_language_derivation.md; CIA page captured 2023-01-02 language field; Netherlands COI report printed p.72 section 3.1.1.2 and footnotes 502-504; World Bank JSON indicator SP.POP.TOTL AFG 2020,false,Transparent Afghanistan Dari and Pashto person-count derivation,Arithmetic derivation from ASSEC-S015 through ASSEC-S017,transparent secondary derivation witness,2,medium,0,5605988,30083114,Derived point counts inherit the source shares' unknown rounding and uncertainty. No numerical low/high interval is invented. Dari and Pashto totals overlap and must never be summed; displaced cohorts outside Afghanistan are excluded.,c36f9f1edf1f5be55bec4552f7960e3f7c99a639037c2816045245ac50f14d53,exact_Dari_national_core_match_to_NAT-058; displaced cohorts excluded; source does not establish orthography,ASSEC-AF-MULTILINGUAL-SPEAKERS-2020,overlapping_language_total_never_sum_with_other_Afghanistan_language_rows,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.","39068979 times 77 percent = 30083113.83, rounded half up. The source defines speakers rather than native speakers and says multilingual totals exceed 100 percent. Integer-share rounding and confidence intervals are unstated, so low/high are blank. National Afghanistan only; displaced cohorts excluded.",Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
24,true,NAT-012,Pakistani Urdu,ur-Arab-PK,Pakistan,high_reach_underserved,Asia,South Asia,POP-PK-001,Urdu,Pakistan 2023 mother-tongue category,Pakistan,written_text_candidate,Perso-Arabic,national_language_population,census_mother_tongue_persons,persons,22249307,22249307,22249307,22249307,22249307,source_interval_or_exact_bounds,2023,PM-S003,"Table 11, national all-localities all-sexes row",true,"Table 11: Population by Mother Tongue, Sex and Rural/Urban, Census 2023",Pakistan Bureau of Statistics,official census table,1,high,0,6547971,22249307,"Several labels are census aggregates (for example Pushto, Balochi, Kohistani); they are not automatically single edition targets.",B74C5E37D943B28F625467FF3AF2AFD73F1EF79573169C9DDD026A2994D5C6F4,source_named_language_observation,,standalone_observation,pending_central_coverage_join,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",Mother tongue is not total Urdu knowledge.,Do not sum this row with heterogeneous or overlapping observations as unique people unless an explicit disjoint-universe rule exists.
