curation_id,intervention_id,target_name,target_profile,target_type,candidate_rankability_status,observation_id,population_language_label,population_profile,territory,reference_year,measure_type,count_unit,exact_source_population,source_id,source_locator,join_suggestion_status,target_mapping_status,observation_use,overlap_group_id,automatic_curation_status,automatic_curation_reason,manual_disposition,manual_notes
CUR-0157,NAT-091,South Bolivian Quechua,quh-Latn-BO,natural_language,requires_exact_population_join,POP-PE-001,Quechua,INEI Quechua aggregate,Peru,2017,census_language_learned_in_childhood_age3plus_persons,persons,3799780,PM-S007,"Cuadro 4, printed p. 618, total column",name_only_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0158,NAT-092,Central Aymara,ayr-Latn-BO,natural_language,requires_exact_population_join,POP-PE-002,Aymara,INEI source label Aimara,Peru,2017,census_language_learned_in_childhood_age3plus_persons,persons,450010,PM-S007,"Cuadro 4, printed p. 618",name_only_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0159,NAT-093,Yucatec Maya,yua-Latn-MX,natural_language,requires_exact_population_join,POP-MX-002,Yucatec Maya,INEGI source label Maya,Mexico,2020,speaks_indigenous_language_age3plus_persons,persons,774755,PM-S008,"Principal-language chart, PDF p. 46",strong_join_suggestion,source_observation_not_candidate_ready,context_or_sensitivity_only,,context_until_specific_mapping_or_written_access,"The observation is a proxy, aggregate, oral-only measure, or unresolved mapping rather than an exact written-edition audience.",pending,
CUR-0160,NAT-093,Yucatec Maya,yua-Latn-MX,natural_language,requires_exact_population_join,GRG-US-034,Yucateco,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,1708,GRG-S001,Nation worksheet row 554,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0161,NAT-094,K'iche',quc-Latn-GT,natural_language,requires_exact_population_join,GRG-US-032,Kiche,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,3787,GRG-S001,Nation worksheet row 548,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0162,NAT-096,Mam,mam-Latn-GT,natural_language,discovery_only_target_resolution_required,GRG-US-031,Mam,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,5062,GRG-S001,Nation worksheet row 547,same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0163,NAT-100,Eastern Huasteca Nahuatl,nhe-Latn-MX,natural_language,requires_exact_population_join,POP-MX-001,Nahuatl,INEGI agrupación lingüística Náhuatl,Mexico,2020,speaks_indigenous_language_age3plus_persons,persons,1651958,PM-S008,"Principal-language chart, PDF p. 46",name_only_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0164,NAT-101,Eastern Canadian Inuktitut syllabics profile,iu-Cans-CA,natural_language,discovery_only_target_resolution_required,POP-CA-015,Inuktitut,Statistics Canada predominant-home-language category,Canada,2021,language_spoken_predominantly_at_home_persons,persons,27140,PM-S010,"Chart 2, Inuktitut row",code_only_profile_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0165,NAT-104,Plains Cree,crk-Cans-CA,natural_language,discovery_only_target_resolution_required,POP-CA-009,Plains Cree,Source label Nehiyawewin (Plains Cree),Canada,2021,census_mother_tongue_persons_excluding_institutional_residents,persons,5025,PM-S009,"Mother tongue section, Nehiyawewin row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,exclude_unresolved_target,"The candidate's exact variety, script, register, or standard is unresolved.",pending,
CUR-0166,NAT-105,Maori,mi-Latn-NZ,natural_language,requires_exact_population_join,POP-NZ-002,Maori,Stats NZ source label Māori,New Zealand,2023,census_languages_spoken_multiple_response_persons,persons,213849,PM-S014,"Total New Zealand population, 2023 column",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0167,NAT-106,Samoan,sm-Latn-WS,natural_language,requires_exact_population_join,POP-NZ-003,Samoan,Stats NZ source label Samoan,New Zealand,2023,census_languages_spoken_multiple_response_persons,persons,110541,PM-S014,"Total New Zealand population, 2023 column",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0168,NAT-109,Welsh,cy-Latn-GB,natural_language,requires_exact_population_join,POP-EU-001,Welsh,Census 2021 ability to speak Welsh,Wales,2021,self_reported_ability_to_speak_age3plus_persons,persons,538300,PM-S015,"Ability to speak Welsh, main points",strong_join_suggestion,oral_or_speaking_ability_observation,context_or_written_ceiling_pending_literacy_evidence,ALT-GB-WELSH-2021,context_until_specific_mapping_or_written_access,"The observation is a proxy, aggregate, oral-only measure, or unresolved mapping rather than an exact written-edition audience.",pending,
CUR-0169,NAT-110,Basque,eu-Latn-ES,natural_language,requires_exact_population_join,POP-EU-004,Basque,Eustat Basque speakers,"Basque Autonomous Community, Spain",2021,understands_and_speaks_well_age2plus_persons,persons,936812,PM-S017,"Basque Country total, Basque speakers",strong_join_suggestion,oral_or_speaking_ability_observation,context_or_written_ceiling_pending_literacy_evidence,ALT-ES-BASQUE-LITERACY-2021,context_until_specific_mapping_or_written_access,"The observation is a proxy, aggregate, oral-only measure, or unresolved mapping rather than an exact written-edition audience.",pending,
CUR-0170,NAT-121,Bahasa Indonesia,id-Latn-ID,natural_language,requires_exact_population_join,POP-ID-002,Indonesian,BPS source label Indonesia,Indonesia,2010,daily_language_at_home_age5plus_persons,persons,42682566,PM-S005,"Table L4.1, printed p. 47",code_only_profile_join_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0171,NAT-121,Bahasa Indonesia,id-Latn-ID,natural_language,requires_exact_population_join,POP-ID-018,Bahasa Indonesia,BPS functional-language category Dapat Berbahasa Indonesia,Indonesia,2022,official_long_form_census_able_to_speak_indonesian_persons_age5plus,persons,248501794,PM-S021,"TOTAL row; 248,501,794 able to speak Indonesian of 253,679,348 persons aged 5+",strong_join_suggestion,exact_named_functional_language_population_ceiling_for_id_Latn_ID,gross_upper_bound_pending_intervention_edges,,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0172,NAT-122,Mainland Simplified Chinese,zh-Hans-CN,natural_language,requires_exact_population_join,POP-MU-003,Chinese languages,Statistics Mauritius aggregate,Mauritius,2022,language_usually_spoken_at_home_persons,persons,997,PM-S013,"Table D9, printed p. 165",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0173,NAT-122,Mainland Simplified Chinese,zh-Hans-CN,natural_language,requires_exact_population_join,POP-CN-001,Mainland China population,zh-Hans-CN standardized written Chinese gross territory ceiling,China,2020-11-01,official_census_mainland_population_gross_territory_ceiling,persons,1411778724,PM-S022,"Section I Total Population; mainland row 1,411,778,724; note 6",strong_join_suggestion,territory_ceiling_with_independent_zh_Hans_CN_written_standard_mapping,gross_upper_bound_pending_intervention_edges,CN-MAINLAND-2020-TOTAL,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0174,NAT-122,Mainland Simplified Chinese,zh-Hans-CN,natural_language,requires_exact_population_join,TH-2010-013,Chinese,Chinese-language aggregate,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,111866,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,macro_or_unresolved_source_label,context_or_sensitivity_only,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0175,NAT-122,Mainland Simplified Chinese,zh-Hans-CN,natural_language,requires_exact_population_join,ALG-KH-L003,Chinese [unspecified],national mother-tongue aggregate,Cambodia,2019,census_mother_tongue_persons,persons,94450,ALG-S011,"Table 2.7.1, PDF p. 53 / printed p. 25",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,KH-MT-2019,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0176,NAT-122,Mainland Simplified Chinese,zh-Hans-CN,natural_language,requires_exact_population_join,ALG-SG-L003,Chinese dialects [unspecified],most-frequently-spoken-at-home aggregate,Singapore,2020,census_home_language_most_frequent_persons,persons,313258,ALG-S013,Resource 17441 row 4 Total,same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,context_or_sensitivity_only,SG-CHINESE-DIALECT-2020,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0177,NAT-123,Japanese,ja-Jpan-JP,natural_language,requires_exact_population_join,POP-JP-001,Japan population,ja-Jpan-JP Japanese gross territory ceiling,Japan,2020-10-01,official_census_territory_population_gross_ceiling,persons,126146099,PM-S023,"Basic Complete Tabulation, Table 1, 2020 exact population 126,146,099",strong_join_suggestion,territory_ceiling_with_ja_Jpan_JP_profile_mapping,gross_upper_bound_pending_intervention_edges,JP-2020-TOTAL,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0178,NAT-123,Japanese,ja-Jpan-JP,natural_language,requires_exact_population_join,TH-2010-019,Japanese,Japanese home-language profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,70668,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0179,NAT-124,Standard Hindi,hi-Deva-IN,natural_language,requires_exact_population_join,POP-IN-006,Hindi,C-16 Hindi census language umbrella,India,2011,census_mother_tongue_persons,persons,528347193,PM-S001,"Statement 1, printed pp. 5-6",code_only_profile_join_review,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,ALT-POP-IN-006-CATEGORY-COMPONENT,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0180,NAT-124,Standard Hindi,hi-Deva-IN,natural_language,requires_exact_population_join,POP-MU-007,Hindi,Statistics Mauritius source label Hindi,Mauritius,2022,language_usually_spoken_at_home_persons,persons,16730,PM-S013,"Table D9, printed p. 165",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0181,NAT-124,Standard Hindi,hi-Deva-IN,natural_language,requires_exact_population_join,POP-NZ-005,Hindi,Stats NZ source label Hindi,New Zealand,2023,census_languages_spoken_multiple_response_persons,persons,77985,PM-S014,"Total New Zealand population, 2023 column",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0182,NAT-124,Standard Hindi,hi-Deva-IN,natural_language,requires_exact_population_join,POP-IN-COMP-006,Hindi,C-16 same-name mother-tongue component: Hindi; hi-Deva-IN edition profile independently resolved,India,2011,census_same_name_mother_tongue_component_persons,persons,322230097,PM-S001,"Statement 1, printed pp. 5-6; same-name mother-tongue component Hindi = 322,230,097",strong_join_suggestion,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,ALT-POP-IN-006-CATEGORY-COMPONENT,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0183,NAT-124,Standard Hindi,hi-Deva-IN,natural_language,requires_exact_population_join,TH-2010-022,Indai/Hindi,Hindi home-language profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,22938,TH-S001,"Table 7 continued, PDF p. 99 (printed statistical table p. 76)",same_language_other_territory_review,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0184,NAT-125,Bhojpuri,bho-Deva-IN,natural_language,requires_exact_population_join,POP-IN-023,Bhojpuri,Bhojpuri mother-tongue row grouped under Hindi,India,2011,census_mother_tongue_persons,persons,50579447,PM-S001,"Statement 1, printed p. 6",strong_join_suggestion,source_named_language_observation_nested_in_parent,gross_upper_bound_pending_intervention_edges,HIER-POP-IN-006,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0185,NAT-125,Bhojpuri,bho-Deva-IN,natural_language,requires_exact_population_join,POP-NP-003,Bhojpuri,Nepal 2021 mother tongue,Nepal,2021,census_mother_tongue_persons,persons,1820795,PM-S004,"Annex 1, printed p. 123",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0186,NAT-125,Bhojpuri,bho-Deva-IN,natural_language,requires_exact_population_join,POP-MU-002,Bhojpuri,Mauritian Bhojpuri,Mauritius,2022,language_usually_spoken_at_home_persons,persons,106583,PM-S013,"Table D9, printed p. 165",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0187,OBS-POP-SN-AFG-002,Pulaar,fuc-Latn-SN,natural_language,exact_population_join_target_profile_evidence_pending,POP-SN-AFG-002,Pulaar,Pulaar principal-language census category,Senegal,2023,census_principal_language_commonly_spoken_persons_age_3_plus,persons,4314509,AFG-S009,"Tableau I-32, printed p.57, Ensemble effectif for Pulaar",strong_join_suggestion,exact_source_fula_variety_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,SEN_RGPH5_PRINCIPAL_LANGUAGE_EXCLUSIVE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0188,OBS-POP-SN-AFG-005,Màndienka,mnk-Latn-SN,natural_language,exact_population_join_target_profile_evidence_pending,POP-SN-AFG-005,Màndienka,Màndienka principal-language census category,Senegal,2023,census_principal_language_commonly_spoken_persons_age_3_plus,persons,465052,AFG-S009,"Tableau I-32, printed p.57, Ensemble effectif for Màndienka",strong_join_suggestion,exact_source_language_label_editorial_iso_mapping_pending_central_review,gross_upper_bound_pending_intervention_edges,SEN_RGPH5_PRINCIPAL_LANGUAGE_EXCLUSIVE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0189,OBS-GRG-US-001,Central Yupik,esu-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-001,Central Yupik,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,16120,GRG-S001,Nation worksheet row 462,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0190,OBS-GRG-US-002,Western Apache,apw-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-002,Western Apache,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,12730,GRG-S001,Nation worksheet row 487,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0191,OBS-GRG-US-003,Navajo,nv-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-003,Navajo,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,161200,GRG-S001,Nation worksheet row 488,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0192,OBS-GRG-US-004,Eastern Keres,kee-Zzzz-US target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-004,Eastern Keres,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,12540,GRG-S001,Nation worksheet row 522,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0193,OBS-GRG-US-005,Lakota,lkt-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-005,Lakota,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,10590,GRG-S001,Nation worksheet row 511,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0194,OBS-GRG-US-006,Choctaw,cho-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-006,Choctaw,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,7260,GRG-S001,Nation worksheet row 520,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0195,OBS-GRG-US-007,Cherokee,chr-Cher-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-007,Cherokee,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,10440,GRG-S001,Nation worksheet row 527,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0196,OBS-GRG-US-008,Zuni,zun-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-008,Zuni,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,8109,GRG-S001,Nation worksheet row 529,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0197,OBS-GRG-US-009,Hopi,hop-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-009,Hopi,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,7105,GRG-S001,Nation worksheet row 535,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0198,OBS-GRG-US-010,Tohono O'odham,ood-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-010,Tohono O'odham,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,6343,GRG-S001,Nation worksheet row 538,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0199,OBS-GRG-US-011,Inupiaq,ik-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-011,Inupiaq,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,5819,GRG-S001,Nation worksheet row 458,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0200,OBS-GRG-US-012,Tewa,tew-Zzzz-US target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-012,Tewa,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,5105,GRG-S001,Nation worksheet row 492,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0201,OBS-GRG-US-013,Ottawa,otw-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-013,Ottawa,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,4888,GRG-S001,Nation worksheet row 474,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0202,OBS-GRG-US-014,Crow,cro-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-014,Crow,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,3650,GRG-S001,Nation worksheet row 508,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0203,OBS-GRG-US-015,Dakota,dak-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-015,Dakota,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2611,GRG-S001,Nation worksheet row 510,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0204,OBS-GRG-US-016,Chippewa,ciw-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-016,Chippewa,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,10750,GRG-S001,Nation worksheet row 473,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0205,OBS-GRG-US-017,Marshallese,mh-Latn-MH,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-017,Marshallese,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,27160,GRG-S001,Nation worksheet row 234,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0206,OBS-GRG-US-018,Chuukese,chk-Latn-FM,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-018,Chuukese,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,14700,GRG-S001,Nation worksheet row 239,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0207,OBS-GRG-US-019,Pohnpeian,pon-Latn-FM,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-019,Pohnpeian,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,7412,GRG-S001,Nation worksheet row 238,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0208,OBS-GRG-US-020,Palauan,pau-Latn-PW,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-020,Palauan,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,4670,GRG-S001,Nation worksheet row 237,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0209,OBS-GRG-US-021,Chamorro,ch-Latn-GU|ch-Latn-MP,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-021,Chamorro,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,19690,GRG-S001,Nation worksheet row 231,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
