intervention_id,target_name,target_profile,target_profile_ready,profile_tag_status,profile_resolution_status,profile_ranking_treatment,resolved_edition_name,territory,observation_id,source_population_low_reported,source_population_high_reported,population_interval_status,population_low,population_base,population_high,population_unit,population_measure,population_role,population_reference_year,population_source_id,population_source_locator,reach_band,content_deficit_FR2,comprehension_exact_target_conditional_on_standard_literacy,practical_access_low,practical_access_base,practical_access_high,practical_access_status,practical_access_source_id,academic_nonoverlap_low,academic_nonoverlap_base,academic_nonoverlap_high,academic_nonoverlap_status,academic_nonoverlap_source_id,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,gross_ceiling_per_million_base_tokens,conservative_access_per_million_high_tokens,neutral_access_per_million_base_tokens,optimistic_access_per_million_low_tokens,openalex_math_open_access,openalex_math_open_access_books,scarcity_relative_percentile,scarcity_band,scarcity_adjusted_access_base,ai_support_resource_levels,internet_percent_context,electricity_percent_context,tertiary_enrollment_percent_context,fr2_units,fr2_source_tokens,fr2_gross_tokens_low,fr2_gross_tokens_base,fr2_gross_tokens_high,fr2_api_equivalent_usd_base,recommended_openstax_next_product,recommended_openstax_depth,foundational_numeracy_pre_algebra_source_gap,curriculum_selection_basis,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,explicit_negative_control,resource_abundance_control_candidate,recommendation_eligibility,interpretation,gross_ceiling_rank,conservative_efficiency_rank,neutral_efficiency_rank,optimistic_efficiency_rank,scarcity_adjusted_rank,rank_best_across_views,rank_worst_across_views
OBS-GRG-US-017,Marshallese,mh-Latn-MH,true,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,Standard Marshallese under the 2010 Orthography Act,United States,GRG-US-017,25198,29122,source_interval_or_exact_bounds,25198,27160,29122,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 234,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,6790,29122,6668.223,0.000,1667.056,31906.234,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",68,68,68,68,71,68,71
OBS-GRG-US-021,Chamorro,ch-Latn-GU|ch-Latn-MP,true,multiple_valid_localized_bcp47_profiles,requires_territorial_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,Separate Guam CHamoru and CNMI Chamorro editions,United States,GRG-US-021,18173,21207,source_interval_or_exact_bounds,18173,19690,21207,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 231,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,4922,21207,4834.216,0.000,1208.554,23234.513,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",69,69,69,69,72,69,72
OBS-GRG-PL-007,Byelorussian,be-Cyrl-BY,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Official-standard Belarusian,Poland,GRG-PL-007,17325,17325,source_interval_or_exact_bounds,17325,17325,17325,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; białoruski Byelorussian row,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,4331,17325,4253.570,0.000,1063.393,18981.371,2,0,0.684211,S4_high_scarcity_relative_proxy,2963,Low,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",70,70,70,70,34,34,70
OBS-GRG-US-001,Central Yupik,esu-Latn-US,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Standard Central Alaskan Yup'ik,United States,GRG-US-001,15337,16903,source_interval_or_exact_bounds,15337,16120,16903,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 462,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,4030,16903,3957.723,0.000,989.431,18519.026,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",71,71,71,71,73,71,73
OBS-GRG-US-018,Chuukese,chk-Latn-FM,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Chuuk State standard Chuukese,United States,GRG-US-018,12612,16788,source_interval_or_exact_bounds,12612,14700,16788,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 239,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,3675,16788,3609.090,0.000,902.272,18393.031,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",72,72,72,72,74,72,74
OBS-GRG-US-002,Western Apache,apw-Latn-US,true,base_tag_valid_requires_localizations,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,Western Apache using a declared community dictionary standard,United States,GRG-US-002,11767,13693,source_interval_or_exact_bounds,11767,12730,13693,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 487,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,3182,13693,3125.423,0.000,781.356,15002.131,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",73,73,73,74,75,73,75
OBS-GRG-US-004,Eastern Keres,kee-Zzzz-US target profile; script unresolved by population source,false,no_single_profile,requires_pueblo_profile_split,not rankable as one edition; split into community profiles first,Pueblo-specific Eastern Keres profiles only,United States,GRG-US-004,11378,13702,source_interval_or_exact_bounds,11378,12540,13702,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 522,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,3135,13702,3078.775,0.000,769.694,15011.991,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,target_profile_evidence_pending,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",74,74,74,73,76,73,76
OBS-GRG-US-016,Chippewa,ciw-Latn-US,true,base_tag_valid_requires_localizations,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,Southwestern Ojibwe/Chippewa with declared Double-Vowel profile,United States,GRG-US-016,9867,11633,source_interval_or_exact_bounds,9867,10750,11633,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 473,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2688,11633,2639.300,0.000,659.825,12745.183,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",75,75,75,75,77,75,77
OBS-GRG-US-005,Lakota,lkt-Latn-US,true,base_tag_valid_requires_localizations,requires_orthographic_audience_split,rank shared core and localized profiles separately; do not multiply one population observation,Lakota with declared community orthography,United States,GRG-US-005,9835,11345,source_interval_or_exact_bounds,9835,10590,11345,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 511,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2648,11345,2600.018,0.000,650.004,12429.648,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",76,76,76,76,78,76,78
OBS-GRG-US-007,Cherokee,chr-Cher-US,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Cherokee syllabary edition,United States,GRG-US-007,9552,11328,source_interval_or_exact_bounds,9552,10440,11328,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 527,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2610,11328,2563.190,0.000,640.798,12411.023,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",77,77,77,77,79,77,79
OBS-GRG-US-008,Zuni,zun-Latn-US,true,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,Zuni/Shiwi school-literacy profile,United States,GRG-US-008,7229,8989,source_interval_or_exact_bounds,7229,8109,8989,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 529,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,2027,8989,1990.892,0.000,497.723,9848.401,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",78,78,78,78,80,78,80
OBS-GRG-AU-001,Kriol,rop-Latn-AU,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Australian Kriol practical written standard,Australia,GRG-AU-001,7478,7478,source_interval_or_exact_bounds,7478,7478,7478,persons,census_language_used_at_home_persons,direct_language_population_observation,2021,GRG-S002,"Language used at home, top responses other than English; Australia column; Kriol row",R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1870,7478,1835.971,0.000,458.993,8192.941,,,,S_unknown,,,96.13140106,100,108.421989440918,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",79,79,79,82,81,79,82
OBS-GRG-US-019,Pohnpeian,pon-Latn-FM,true,single_valid_bcp47,resolved_single_profile,rankable target profile; population remains only the cited observed audience,Pohnpei State standard Pohnpeian,United States,GRG-US-019,6198,8626,source_interval_or_exact_bounds,6198,7412,8626,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 238,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1853,8626,1819.767,0.000,454.942,9450.696,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",80,80,80,79,82,79,82
OBS-GRG-US-006,Choctaw,cho-Latn-US,true,base_tag_valid_requires_localizations,requires_community_profile_split,rank shared core and localized profiles separately; do not multiply one population observation,Separate Oklahoma and Mississippi Choctaw editions,United States,GRG-US-006,6523,7997,source_interval_or_exact_bounds,6523,7260,7997,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 520,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1815,7997,1782.448,0.000,445.612,8761.560,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",81,81,81,80,83,80,83
OBS-GRG-US-009,Hopi,hop-Latn-US,true,base_tag_valid_requires_localizations,requires_community_localization,rank shared core and localized profiles separately; do not multiply one population observation,Hopi with declared mesa/community profile,United States,GRG-US-009,6344,7866,source_interval_or_exact_bounds,6344,7105,7866,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 535,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1776,7866,1744.393,0.000,436.098,8618.036,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",82,82,82,81,84,81,84
OBS-GRG-US-010,Tohono O'odham,ood-Latn-US,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Tohono O'odham in official Alvarez-Hale orthography,United States,GRG-US-010,5672,7014,source_interval_or_exact_bounds,5672,6343,7014,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 538,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1586,7014,1557.310,0.000,389.328,7684.579,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",83,83,83,84,85,83,85
OBS-GRG-US-024,Fijian,fj-Latn-FJ,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Standard Fijian / Vosa Vakaviti school register,United States,GRG-US-024,5194,7264,source_interval_or_exact_bounds,5194,6229,7264,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 247,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1557,7264,1529.321,0.000,382.330,7958.481,,,,S_unknown,,Low,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",84,84,84,83,86,83,86
OBS-GRG-US-011,Inupiaq,ik-Latn-US,true,base_tag_valid_requires_localizations,requires_macrolanguage_variety_split,rank shared core and localized profiles separately; do not multiply one population observation,Iñupiaq shared-core with North Alaskan and Seward Peninsula localizations,United States,GRG-US-011,5302,6336,source_interval_or_exact_bounds,5302,5819,6336,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 458,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1455,6336,1428.659,0.000,357.165,6941.759,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",85,85,85,85,87,85,87
OBS-GRG-PL-010,Lithuanian,lt-Latn-LT,true,single_valid_bcp47,resolved_single_profile,rank only after scarcity/non-overlap evidence; do not infer a gap from the Poland subset count,Standard Lithuanian,Poland,GRG-PL-010,5422,5422,source_interval_or_exact_bounds,5422,5422,5422,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; litewski Lithuanian row,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1356,5422,1331.189,0.000,332.797,5940.375,180,2,0.184211,S1_resource_abundance_control_candidate,250,High,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,true,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",86,86,86,89,37,37,89
OBS-GRG-PL-005,Czech,cs-Latn-CZ,true,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",Standard Czech,Poland,GRG-PL-005,5328,5328,source_interval_or_exact_bounds,5328,5328,5328,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; czeski Czech row,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1332,5328,1308.111,0.000,327.028,5837.388,2637,15,0.078947,S1_resource_abundance_control_candidate,105,High,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,true,true,exclude_duplicate_or_explicit_control,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",87,87,87,91,38,38,91
OBS-GRG-US-012,Tewa,tew-Zzzz-US target profile; script unresolved by population source,false,no_single_profile,requires_pueblo_profile_split,not rankable as one edition; split into community profiles first,Pueblo-specific Tewa profiles only,United States,GRG-US-012,4593,5617,source_interval_or_exact_bounds,4593,5105,5617,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 492,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1276,5617,1253.361,0.000,313.340,6154.018,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,target_profile_evidence_pending,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",88,88,88,88,88,88,88
OBS-GRG-US-031,Mam,mam-Latn-GT,true,single_valid_bcp47,resolved_explicit_profile_with_variant_caveat,rankable target profile; population remains only the cited observed audience,Mam in ALMG normative orthography,United States,GRG-US-031,3947,6177,source_interval_or_exact_bounds,3947,5062,6177,estimated_persons,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,direct_language_population_observation,2017-2021,GRG-S001,Nation worksheet row 547,R1_below_100k,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,1266,6177,1242.804,0.000,310.701,6767.557,,,,S_unknown,,,94.69380188,100,79.361930847168,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",89,89,89,86,89,86,89
