wikimedia_code,wikipedia_articles,wikipedia_activeusers,wikipedia_edits,wikipedia_pages,wikibooks_articles,wikibooks_activeusers,wikibooks_edits,wikibooks_pages,wikiversity_articles,wikiversity_activeusers,wikiversity_edits,wikiversity_pages,wikisource_articles,wikisource_activeusers,wikisource_edits,wikisource_pages,wikipedia_articles_per_active_user,possible_automation_skew,source_date,source_id,source_sha256,limitations
nds,85939,64,1074637,187595,1,0,3299,189,0,0,0,0,0,0,0,0,1342.797,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nds-nl,8108,31,332491,22031,0,0,0,0,0,0,0,0,0,0,0,0,261.548,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ne,30062,153,1365118,115099,80,5,18618,2016,0,0,0,0,0,0,0,0,196.484,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
new,74410,34,1121948,269929,0,0,0,0,0,0,0,0,0,0,0,0,2188.529,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ng,8,0,5930,443,0,0,0,0,0,0,0,0,0,0,0,0,,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nia,1782,11,27751,4528,0,0,0,0,0,0,0,0,0,0,0,0,162.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nl,2225439,7023,71654602,4798927,10833,26,428913,30134,0,0,0,0,21574,19,225441,81788,316.879,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nn,179089,169,3659073,402951,0,0,0,0,0,0,0,0,0,0,0,0,1059.698,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
no,688803,1638,25871752,1868908,973,8,46354,4861,0,0,0,0,14784,9,331334,139437,420.515,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nov,2066,18,181493,5173,0,0,0,0,0,0,0,0,0,0,0,0,114.778,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nqo,1618,11,12943,3491,0,0,0,0,0,0,0,0,0,0,0,0,147.091,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nr,330,27,6574,1064,0,0,0,0,0,0,0,0,0,0,0,0,12.222,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nrm,5060,18,221228,10697,0,0,0,0,0,0,0,0,0,0,0,0,281.111,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nso,8997,36,55528,12054,0,0,0,0,0,0,0,0,0,0,0,0,249.917,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nup,1042,22,21726,1695,0,0,0,0,0,0,0,0,0,0,0,0,47.364,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
nv,22667,21,308961,36576,0,0,0,0,0,0,0,0,0,0,0,0,1079.381,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ny,1143,20,48640,5477,0,0,0,0,0,0,0,0,0,0,0,0,57.150,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
oc,90880,109,2494751,167405,99,5,5843,740,0,0,0,0,0,0,0,0,833.761,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
olo,5030,21,42164,15193,0,0,0,0,0,0,0,0,0,0,0,0,239.524,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
om,1970,24,45772,5372,0,0,0,0,0,0,0,0,0,0,0,0,82.083,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
or,21017,82,591846,87947,0,0,0,0,0,0,0,0,1310,11,59634,12493,256.305,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
os,21758,32,593989,77798,0,0,0,0,0,0,0,0,0,0,0,0,679.938,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pa,59689,113,843176,193313,78,5,6142,1165,0,0,0,0,2529,33,232932,72754,528.221,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pag,2651,19,79856,6891,0,0,0,0,0,0,0,0,0,0,0,0,139.526,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pam,10219,28,312106,23407,0,0,0,0,0,0,0,0,0,0,0,0,364.964,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pap,5685,20,201526,11563,0,0,0,0,0,0,0,0,0,0,0,0,284.250,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pcd,6134,31,79722,12214,0,0,0,0,0,0,0,0,0,0,0,0,197.871,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pcm,1655,30,32977,2945,0,0,0,0,0,0,0,0,0,0,0,0,55.167,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pdc,2078,26,107955,5908,0,0,0,0,0,0,0,0,0,0,0,0,79.923,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pfl,2866,16,93528,7119,0,0,0,0,0,0,0,0,0,0,0,0,179.125,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pi,304,11,103553,1831,0,0,0,0,0,0,0,0,0,0,0,0,27.636,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pih,0,3,45586,1049,0,0,0,0,0,0,0,0,0,0,0,0,0.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pl,1705561,8744,80303448,4071354,7228,20,552473,42521,0,0,0,0,1320347,75,4164846,1361521,195.055,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pms,71559,41,884884,104166,0,0,0,0,0,0,0,0,4414,7,38002,5315,1745.341,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pnb,75727,70,707337,146901,0,0,0,0,0,0,0,0,0,0,0,0,1081.814,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pnt,678,15,37670,2655,0,0,0,0,0,0,0,0,0,0,0,0,45.200,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ppl,258,9,9942,1323,0,0,0,0,0,0,0,0,0,0,0,0,28.667,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ps,21344,58,367969,77218,1,0,3599,140,0,0,0,0,0,0,0,0,368.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pt,1180772,7598,72689055,6167694,14152,46,580309,107219,5081,190,185549,26683,39162,72,560296,167752,155.406,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
pwn,378,11,13090,646,0,0,0,0,0,0,0,0,0,0,0,0,34.364,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
qu,24590,49,688881,58863,4,0,4753,77,0,0,0,0,0,0,0,0,501.837,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
rki,1535,31,21030,5691,0,0,0,0,0,0,0,0,0,0,0,0,49.516,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
rm,3876,35,172579,9877,0,0,3241,50,0,0,0,0,0,0,0,0,110.743,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
rmy,758,16,57331,2856,0,0,0,0,0,0,0,0,0,0,0,0,47.375,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
rn,729,11,27881,2869,0,0,0,0,0,0,0,0,0,0,0,0,66.273,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ro,547279,1622,17886338,3063076,462,8,37494,4293,0,0,0,0,15675,22,151485,44688,337.410,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
roa-rup,1390,11,209266,4625,0,0,0,0,0,0,0,0,0,0,0,0,126.364,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
roa-tara,9508,18,151154,18705,0,0,0,0,0,0,0,0,0,0,0,0,528.222,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
rsk,1516,35,20947,3205,0,0,0,0,0,0,0,0,0,0,0,0,43.314,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ru,2115224,16648,154363233,8560417,3264,36,269644,21355,4248,33,165138,22467,623284,107,5741599,1142755,127.056,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
rue,10298,41,167999,23237,0,0,0,0,0,0,0,0,0,0,0,0,251.171,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
rw,9903,39,134357,19271,0,0,0,0,0,0,0,0,0,0,0,0,253.923,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sa,12532,44,499716,82681,843,5,7485,1690,0,0,0,0,20429,32,418084,163917,284.818,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sah,18228,55,429242,55428,0,0,0,0,0,0,0,0,696,8,10292,2189,331.418,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sat,15859,40,193491,34079,0,0,0,0,0,0,0,0,0,0,0,0,396.475,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sc,7837,40,190205,17803,0,0,0,0,0,0,0,0,0,0,0,0,195.925,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
scn,26323,45,780944,55854,0,0,0,0,0,0,0,0,0,0,0,0,584.956,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sco,34255,130,914569,138662,0,0,0,0,0,0,0,0,0,0,0,0,263.500,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sd,22171,37,406729,85315,0,0,0,0,0,0,0,0,0,0,0,0,599.216,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
se,7907,20,306109,21146,0,0,3474,81,0,0,0,0,0,0,0,0,395.350,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sg,377,12,21792,1963,0,0,0,0,0,0,0,0,0,0,0,0,31.417,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sh,461807,272,42659251,4631241,0,0,0,0,0,0,0,0,0,0,0,0,1697.820,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
shi,10893,33,78757,14989,0,0,0,0,0,0,0,0,0,0,0,0,330.091,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
shn,34417,27,150552,55758,358,3,11994,4650,0,0,0,0,0,0,0,0,1274.704,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
si,25643,150,797104,176244,1577,8,38958,16267,0,0,0,0,0,0,0,0,170.953,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
simple,284387,3279,10947921,946987,330,1,17503,2626,0,0,0,0,0,0,0,0,86.730,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sk,261088,1117,8335579,608188,501,6,21746,2144,0,0,0,0,501,5,9590,1594,233.740,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
skr,24662,26,72257,33687,0,0,0,0,0,0,0,0,0,0,0,0,948.538,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sl,198809,543,6729821,511425,245,7,20602,1987,969,11,85728,3942,18329,17,224440,36265,366.131,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sm,1207,15,48387,6288,0,0,0,0,0,0,0,0,0,0,0,0,80.467,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
smn,6739,19,158399,30361,0,0,0,0,0,0,0,0,0,0,0,0,354.684,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sn,11752,18,114223,20797,0,0,0,0,0,0,0,0,0,0,0,0,652.889,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
so,13478,130,305565,35065,0,0,0,0,0,0,0,0,0,0,0,0,103.677,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sq,106217,334,3023293,329298,3312,7,35567,7685,0,0,0,0,0,0,0,0,318.015,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sr,707948,1466,31619345,4127630,1130,6,24012,3620,0,0,0,0,43911,16,145530,48740,482.911,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
srn,1133,10,40220,2739,0,0,0,0,0,0,0,0,0,0,0,0,113.300,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
